[00:00.000 --> 00:02.000]  How is sunny California?
[43:47.000 --> 43:50.000]  I could not be happier as a customer of Warby Parker.
[43:50.000 --> 43:52.000]  They are just great.
[43:52.000 --> 43:53.000]  So go to Warby Park.
[43:53.000 --> 43:54.000]  If you need glasses of any kind,
[43:54.000 --> 43:58.000]  just go to warbyparker.com slash the talk show,
[43:58.000 --> 44:00.000]  and you will get a free home try-on
[44:00.000 --> 44:03.000]  and free shipping both ways and no obligation to buy.
[44:03.000 --> 44:04.000]  So if you don't want to buy, you get five of them.
[44:04.000 --> 44:05.000]  You don't like it?
[44:05.000 --> 44:06.000]  No obligation.
[44:06.000 --> 44:09.000]  So once again, warbyparker.com slash the talk show.
[44:09.000 --> 44:17.000]  And I thank them for sponsoring the talk show.
[44:17.000 --> 44:18.000]  What else is going on?
[44:18.000 --> 44:19.000]  There's Google I.O.
[44:19.000 --> 44:22.000]  Yep.
[44:22.000 --> 44:27.000]  I watched the keynote, and for the first time ever,
[44:27.000 --> 44:30.000]  I really thought that Google did a good job.
[44:30.000 --> 44:31.000]  It's the first time where I thought,
[44:31.000 --> 44:34.000]  wow, that was a really good keynote.
[44:34.000 --> 44:36.000]  I had mixed feelings on it.
[44:36.000 --> 44:38.000]  I thought some of the technologies
[44:38.000 --> 44:43.000]  were more impressive than the way that they were presented.
[44:43.000 --> 44:44.000]  I could see that.
[44:44.000 --> 44:47.000]  And I do think that their culture,
[44:47.000 --> 44:49.000]  and again, this is the way most companies work.
[44:49.000 --> 44:51.000]  Apple is the exception,
[44:51.000 --> 44:55.000]  where Apple tends to have fewer people on stage.
[44:55.000 --> 44:57.000]  Apple's pacing in a keynote is always better
[44:57.000 --> 44:59.000]  than everybody else's.
[44:59.000 --> 45:00.000]  And for someone like me,
[45:00.000 --> 45:03.000]  whose default keynote to watch is an Apple keynote,
[45:03.000 --> 45:06.000]  it makes everybody else's seem a little,
[45:06.000 --> 45:09.000]  it's like, come on, tighten this up.
[45:09.000 --> 45:10.000]  Even the time it takes,
[45:10.000 --> 45:13.000]  even the time it takes to pass off to the next presenter
[45:13.000 --> 45:17.000]  is longer in a Google keynote than in an Apple keynote.
[45:17.000 --> 45:19.000]  Well, tangentially, like we do this thing,
[45:19.000 --> 45:21.000]  it's finally called Jason Sonnell,
[45:21.000 --> 45:24.000]  and sometimes I help out where we transcribe the CEO,
[45:24.000 --> 45:26.000]  like Tim Cook, historically, his comments.
[45:26.000 --> 45:28.000]  And I had to do that for,
[45:28.000 --> 45:30.000]  we have a site now, Tesla Central,
[45:30.000 --> 45:32.000]  for Elon Musk's last conference call.
[45:32.000 --> 45:34.000]  And it was so difficult,
[45:34.000 --> 45:36.000]  because Tim Cook is such a clean speaker,
[45:36.000 --> 45:38.000]  and Elon Musk, every second word was like,
[45:38.000 --> 45:42.000]  and he would interrupt himself halfway through every sentence,
[45:42.000 --> 45:45.000]  and it was incredibly hard to transcribe him,
[45:45.000 --> 45:49.000]  and it made me really appreciate just how well Apple,
[45:49.000 --> 45:51.000]  not just what they say,
[45:51.000 --> 45:53.000]  but how polished they all are as speakers.
[45:53.000 --> 45:55.000]  Yeah, because ultimately in a transcription like that,
[45:55.000 --> 45:58.000]  you're not doing like a legal transcription,
[45:58.000 --> 46:01.000]  where you're documenting every single word out of their mouth.
[46:01.000 --> 46:03.000]  You really want to get like a,
[46:03.000 --> 46:05.000]  that's what he meant to say, transcription.
[46:05.000 --> 46:07.000]  Not that you want to put words in his mouth,
[46:07.000 --> 46:09.000]  but if he adds an extra like or an um or something like that,
[46:09.000 --> 46:11.000]  you don't want that in the transcription.
[46:11.000 --> 46:13.000]  What you're doing is trying to make a transcription
[46:13.000 --> 46:16.000]  that's easier for your readers to learn what he had to say.
[46:16.000 --> 46:18.000]  Like an idealized version of what he said.
[46:18.000 --> 46:20.000]  Exactly, exactly, that's the right way to do it.
[46:20.000 --> 46:23.000]  And yeah, it's like with Tim Cook,
[46:23.000 --> 46:26.000]  it's a lot closer to the idealized version right out of his mouth.
[46:26.000 --> 46:28.000]  Yeah, and the same thing,
[46:28.000 --> 46:30.000]  so I watched some of it, some of it was super interesting.
[46:30.000 --> 46:32.000]  They have new chat apps,
[46:32.000 --> 46:34.000]  I just don't need new chat apps, I have so many of them already.
[46:34.000 --> 46:38.000]  So it would have been nice if those were sort of expansions of existing services.
[46:38.000 --> 46:40.000]  I understand this, but they did this one duo,
[46:40.000 --> 46:42.000]  which is just real time, it's like FaceTime,
[46:42.000 --> 46:45.000]  but the minute the call comes in, it's already streaming live video.
[46:45.000 --> 46:48.000]  And to me, I just know I'm going to get people sending me junk,
[46:48.000 --> 46:50.000]  like their junk specifically, right away,
[46:50.000 --> 46:52.000]  and there'd be no way to avoid it.
[46:52.000 --> 46:54.000]  I don't think that's going to work on iOS, though.
[46:54.000 --> 46:57.000]  It won't, but I mean, just the idea of it,
[46:57.000 --> 46:59.000]  like the idea of giving someone a direct,
[46:59.000 --> 47:01.000]  like they can just pop up in your eyeballs,
[47:01.000 --> 47:03.000]  is a recipe for disaster.
[47:03.000 --> 47:05.000]  Like you said before, humans cannot be trusted with this technology.
[47:05.000 --> 47:07.000]  Well, let's go through the stuff in order.
[47:07.000 --> 47:09.000]  We'll start with Google Home.
[47:09.000 --> 47:11.000]  Now, this leaked the night before,
[47:11.000 --> 47:13.000]  but it's not a surprise.
[47:13.000 --> 47:17.000]  And it was nice, Sundar Pichai actually called out Amazon
[47:17.000 --> 47:21.000]  and said Amazon's been doing good work in this area,
[47:21.000 --> 47:26.000]  which is sort of a tacit acknowledgment that this is a direct competitor.
[47:26.000 --> 47:29.000]  It's not like a tangential competitor.
[47:29.000 --> 47:34.000]  It's absolutely a dead-on direct competitor to the Amazon Echo,
[47:34.000 --> 47:39.000]  and that the family of devices that Amazon has developed around it.
[47:39.000 --> 47:42.000]  So Google Home is a little,
[47:42.000 --> 47:44.000]  Syracuse calls it a weebl wobble.
[47:44.000 --> 47:46.000]  Remember the weebl wobbles?
[47:46.000 --> 47:48.000]  Yeah, it looks to me like an air freshener.
[47:48.000 --> 47:50.000]  They weebl and they wobble, but they won't fall down.
[47:50.000 --> 47:53.000]  They don't fall down.
[47:53.000 --> 47:56.000]  So it's a little speaker, pretty small, surprisingly small.
[47:56.000 --> 47:58.000]  I thought when they first showed the product shots,
[47:58.000 --> 48:01.000]  I thought it was going to be more like Echo-sized, Echo-height,
[48:01.000 --> 48:04.000]  and it's a lot smaller than the Echo.
[48:04.000 --> 48:05.000]  So you plug it in.
[48:05.000 --> 48:08.000]  It is an always-listening speaker,
[48:08.000 --> 48:11.000]  and you say, like, hey, Google to it,
[48:11.000 --> 48:18.000]  and you can start a voice-driven assistant conversation with it.
[48:18.000 --> 48:20.000]  Yeah, it was interesting to meet a couple of vectors.
[48:20.000 --> 48:23.000]  First, Amazon's been given a huge amount of credit
[48:23.000 --> 48:26.000]  for the Amazon Echo and for Alexa,
[48:26.000 --> 48:29.000]  but what always strikes me is that it is a U.S.-only product
[48:29.000 --> 48:31.000]  and I believe still a unilingual product,
[48:31.000 --> 48:33.000]  and it's impressive what they can do with it,
[48:33.000 --> 48:35.000]  but the solution set that they have to offer
[48:35.000 --> 48:38.000]  is so incredibly small compared to what Apple or Google
[48:38.000 --> 48:40.000]  are offering with multilingual support.
[48:40.000 --> 48:42.000]  And, for example, with the Apple TV,
[48:42.000 --> 48:44.000]  Siri not only does multilingual support,
[48:44.000 --> 48:47.000]  but they can do multiple languages within the same query.
[48:47.000 --> 48:49.000]  Like, I speak French, too, so I can, in French,
[48:49.000 --> 48:51.000]  ask for an English movie title,
[48:51.000 --> 48:53.000]  and that is an incredibly hard problem to solve
[48:53.000 --> 48:54.000]  that Apple is solving.
[48:54.000 --> 48:56.000]  And as far as I know, Alexa is nowhere near.
[48:56.000 --> 49:01.000]  So, yeah, Alexa handles American English queries really, really well,
[49:01.000 --> 49:03.000]  but I think it's impossible at this point
[49:03.000 --> 49:05.000]  to not realize, like, just how far ahead
[49:05.000 --> 49:07.000]  Google really is in that sort of technology,
[49:07.000 --> 49:09.000]  and I'm hopeful that by introducing this,
[49:09.000 --> 49:12.000]  it will no longer be an English-only American product,
[49:12.000 --> 49:16.000]  but it will be something that becomes competitive internationally.
[49:16.000 --> 49:20.000]  Do you know, is Google home U.S.-only?
[49:20.000 --> 49:22.000]  I think it might be starting that way.
[49:22.000 --> 49:24.000]  The whole thing was kind of weird to me
[49:24.000 --> 49:26.000]  because Sundar Pichai, I think he was the one
[49:26.000 --> 49:29.000]  giving the home pitch, at least in the beginning.
[49:29.000 --> 49:32.000]  He started off basically saying how wonderful it was
[49:32.000 --> 49:34.000]  that Google understood context,
[49:34.000 --> 49:37.000]  and he basically described the sequential inference engine
[49:37.000 --> 49:38.000]  that Siri launched with.
[49:38.000 --> 49:40.000]  Like, you could do the kind of...
[49:40.000 --> 49:41.000]  That's what I meant by the presentations
[49:41.000 --> 49:43.000]  weren't as impressive as the technology.
[49:43.000 --> 49:46.000]  The things that he said Google Home could do
[49:46.000 --> 49:48.000]  were things that Siri has done for years
[49:48.000 --> 49:51.000]  and things that Apple TV launched with months ago,
[49:51.000 --> 49:54.000]  and I believe, I firmly believe this technology
[49:54.000 --> 49:56.000]  is beyond what Apple's doing with Siri right now,
[49:56.000 --> 49:57.000]  but he didn't show me that.
[49:57.000 --> 49:59.000]  He made it sound like Google was inventing
[49:59.000 --> 50:01.000]  the very basics of voice assistance.
[50:04.000 --> 50:08.000]  I will say, and I spoke about this last week on my show,
[50:08.000 --> 50:09.000]  well, I guess it was two weeks ago,
[50:09.000 --> 50:11.000]  but the last episode with Ben Thompson,
[50:11.000 --> 50:13.000]  who Ben Thompson is a bit...
[50:13.000 --> 50:16.000]  He's more of a bull on the Echo,
[50:16.000 --> 50:19.000]  and I know Marco Arment is, too,
[50:19.000 --> 50:21.000]  and I think the difference... I'm not.
[50:21.000 --> 50:23.000]  I just got one a few weeks ago
[50:23.000 --> 50:25.000]  because those guys were saying how good it was,
[50:25.000 --> 50:27.000]  and I really, really do think
[50:27.000 --> 50:29.000]  that this voice-driven assistant thing
[50:29.000 --> 50:31.000]  is in the coming decade going to be...
[50:31.000 --> 50:32.000]  It's like the new touch.
[50:32.000 --> 50:34.000]  Not that it's going to replace touch,
[50:34.000 --> 50:38.000]  but we're on the cusp of getting this to be really useful,
[50:38.000 --> 50:40.000]  and therefore it's definitely going to happen,
[50:40.000 --> 50:42.000]  and so I really want to stay up to date
[50:42.000 --> 50:44.000]  with what everybody's doing,
[50:44.000 --> 50:45.000]  and it's easier for me to do it
[50:45.000 --> 50:47.000]  because I'm in the U.S. and I speak English,
[50:47.000 --> 50:50.000]  so I can use Amazon's product.
[50:50.000 --> 50:54.000]  I think that those two are much happier
[50:54.000 --> 50:56.000]  with the Echo than I am
[50:56.000 --> 50:58.000]  because they have a lot of smart home stuff
[50:58.000 --> 51:01.000]  in their houses that hook up to the Echo,
[51:01.000 --> 51:02.000]  and I don't.
[51:02.000 --> 51:03.000]  I don't have any smart light bulbs
[51:03.000 --> 51:05.000]  or anything like that,
[51:05.000 --> 51:07.000]  and so therefore what the Echo does for me
[51:07.000 --> 51:10.000]  is almost nothing.
[51:10.000 --> 51:11.000]  I can get the weather,
[51:11.000 --> 51:13.000]  and even with the weather,
[51:13.000 --> 51:14.000]  it's like a lot of times
[51:14.000 --> 51:16.000]  I just want to know the temperature
[51:16.000 --> 51:19.000]  because I can see outside whether it's raining or not.
[51:19.000 --> 51:20.000]  It's in our kitchen,
[51:20.000 --> 51:23.000]  and we have a window like humans do,
[51:23.000 --> 51:26.000]  so I could see if it's sunny or overcast or rainy.
[51:26.000 --> 51:28.000]  I just want to know if I need a jacket,
[51:28.000 --> 51:32.000]  and if I ask Alexa for the temperature,
[51:32.000 --> 51:34.000]  she gives me the whole weather,
[51:34.000 --> 51:35.000]  including the temperature,
[51:35.000 --> 51:36.000]  but the temperature doesn't come
[51:36.000 --> 51:38.000]  until halfway through the weather report,
[51:38.000 --> 51:42.000]  and Siri is better at stuff like that.
[51:42.000 --> 51:45.000]  You can ask Siri for the weather,
[51:45.000 --> 51:46.000]  and you'll get a whole weather forecast,
[51:46.000 --> 51:48.000]  but if you just ask for the temperature outside,
[51:48.000 --> 51:50.000]  she'll just tell you the temperature,
[51:50.000 --> 51:52.000]  and I find that to be more useful.
[51:52.000 --> 51:54.000]  There's several things here
[51:54.000 --> 51:57.000]  that at least for me are really interesting.
[51:57.000 --> 51:59.000]  Amazon, again, that product is stuck in your house,
[51:59.000 --> 52:00.000]  and I have Siri on my wrist.
[52:00.000 --> 52:01.000]  I have it in my pocket.
[52:01.000 --> 52:03.000]  I have it on my lap with my iPad
[52:03.000 --> 52:05.000]  and maybe soon with the Mac,
[52:05.000 --> 52:07.000]  and so Siri goes with me everywhere,
[52:07.000 --> 52:08.000]  and that means that everything
[52:08.000 --> 52:11.000]  that I have connected to Siri is with me everywhere,
[52:11.000 --> 52:13.000]  and I do have a lot of the connected technology in my house.
