[00:00.000 --> 00:01.000]  So where to start?
[53:47.040 --> 53:50.800]  something that was very Mac and, you know, they kept the shadows, for example.
[53:50.800 --> 53:51.800]  Yeah.
[53:51.800 --> 53:58.920]  Our example, when Dave and I were noodling ideas for Vesper Mac before we saw Yosemite,
[53:58.920 --> 54:03.880]  and we thought, well, what if they do totally just go all in iOS 7 looking feel?
[54:03.880 --> 54:10.680]  And the only thing we could come up with was the iCloud web apps, which are, you know,
[54:10.680 --> 54:15.240]  you use them with a mouse pointer and, you know, I think, typically, I don't even think
[54:15.240 --> 54:17.320]  they run on an iPad.
[54:17.320 --> 54:22.760]  So I mean, you're using it on a Mac and they have some things like dialog boxes that,
[54:22.760 --> 54:31.000]  you know, it's like, you know, how would you do an iOS 7 dialog box with a mouse pointer?
[54:31.000 --> 54:35.000]  But overall, boy, we looked at that and we were like, boy, I hope that's not it.
[54:35.000 --> 54:37.400]  No, it wasn't.
[54:37.400 --> 54:40.920]  It had to be enough, because they did that back to the Mac event and they changed the
[54:40.920 --> 54:44.520]  names of the apps and they brought over the same looking feel and they really made an
[54:44.520 --> 54:49.080]  effort to get all the people who had iOS devices, not to make the Mac the same, but to
[54:49.080 --> 54:52.680]  make them comfortable, to make an easy sort of a halo effect transition.
[54:52.680 --> 54:56.240]  And when you look at Yosemite and you look at continuity, it's just about adding value.
[54:56.240 --> 55:01.360]  Again, if you have an iPhone or iPad, you'll have a much better experience with a Mac.
[55:01.360 --> 55:02.560]  Yeah, absolutely.
[55:02.560 --> 55:07.960]  I do think, too, that shows, and part of it is, you know, our perspective where we get
[55:07.960 --> 55:12.080]  to go to these press events and talk to some of the people at Apple, like in the product
[55:12.080 --> 55:15.000]  marketing group.
[55:15.000 --> 55:16.800]  And there's a palpable sense.
[55:16.800 --> 55:19.360]  I mean, there's some things that they just never come up.
[55:19.360 --> 55:24.560]  I mean, nobody really spends a long time talking about the, we don't even call them
[55:24.560 --> 55:26.720]  that anymore, but like the iWorks apps, right?
[55:26.720 --> 55:32.640]  Like pages and numbers and keynotes, they, you know, there's, hasn't been a lot of enthusiasm
[55:32.640 --> 55:34.880]  about those apps in recent years.
[55:34.880 --> 55:36.760]  I'm not saying there's none.
[55:36.760 --> 55:42.600]  I'm just saying that it's, you know, I think it shows in the real world and, you know,
[55:42.600 --> 55:44.560]  in this current state of those apps.
[55:44.560 --> 55:48.440]  And I think it shows in the enthusiasm when you talk to people at Apple privately.
[55:48.440 --> 55:52.280]  But whereas like the Mac overall and Yosemite overall, like there were people, there's people
[55:52.280 --> 55:54.960]  at Apple who just still love the Mac.
[55:54.960 --> 56:02.760]  Like as a whole, it is not like the, you know, forgotten first child, you know, brushed
[56:02.760 --> 56:09.920]  aside in favor of the beloved, you know, iOS, you know, I wonder if that has anything to
[56:09.920 --> 56:14.640]  do with the Mac, like Yosemite being very firmly in Federigis org, but things like iWork
[56:14.640 --> 56:18.600]  and iTunes all being projects that are run by in Q's org, you know, it's like a totally
[56:18.600 --> 56:21.760]  secondary software development system.
[56:21.760 --> 56:23.520]  I do wonder about that.
[56:23.520 --> 56:31.480]  And I don't know if it's because it's anyway to, to slag any Q, but almost that he's got
[56:31.480 --> 56:36.600]  so much on his plate that how could it get any more of his attention, you know, with how
[56:36.600 --> 56:38.560]  much that he's got on his plate.
[56:38.560 --> 56:42.240]  And you don't have the Federigi, you don't like the one guy who's in charge of software
[56:42.240 --> 56:44.960]  engineering isn't in charge of those bits of software engineering.
[56:44.960 --> 56:51.000]  But as a whole, I, you know, this year, I think that the people I've spoken to at Apple
[56:51.000 --> 56:55.520]  were more excited about Yosemite and what's new on the Mac than iOS 8.
[56:55.520 --> 56:58.840]  And you know, and a lot of it is hard to separate because so much of what's new about
[56:58.840 --> 57:03.200]  both iOS 8 and Yosemite is the continuity stuff which ties them together.
[57:03.200 --> 57:05.960]  And there is no one without the other.
[57:05.960 --> 57:09.760]  That was one of the most impressive things to me because the famously iOS and OS X used
[57:09.760 --> 57:11.480]  to be run separately.
[57:11.480 --> 57:15.080]  And there was a big rework, but not only that, it's, it's, it's filtered down.
[57:15.080 --> 57:19.160]  So instead of having someone in charge of Yosemite and someone in charge of iOS, the person
[57:19.160 --> 57:24.440]  who was in charge of extensibility or the, at least the entering product manager, was in
[57:24.440 --> 57:29.680]  charge of extensibility for iOS and OS X. It was in charge of continuity for iOS and iOS
[57:29.680 --> 57:33.240]  X. And even when it would have been easier to do them separately or do them in different
[57:33.240 --> 57:35.520]  ways, they made sure that they were done in the same way.
[57:35.520 --> 57:38.680]  So developers had just one way to target them on both systems.
[57:38.680 --> 57:41.800]  And that might be a subtle change, but I think that's a really profound change based on
[57:41.800 --> 57:43.320]  how Apple used to be run.
[57:43.320 --> 57:49.520]  Yeah. And I, I, you know, it's a recurring theme, you know, since he left the company,
[57:49.520 --> 57:51.400]  but, you know, with four stall.
[57:51.400 --> 57:54.200]  And again, overall, I'm a big fan of four stall.
[57:54.200 --> 58:01.440]  And I think, you know, four, Scott four stall is a huge reason that the iPhone was a hit
[58:01.440 --> 58:02.440]  product.
[58:02.440 --> 58:03.440]  It's as good as it was.
[58:03.440 --> 58:09.720]  I think he is a huge reason that the app store exists and that it's as popular as it is.
[58:09.720 --> 58:10.720]  Problems aside.
[58:10.720 --> 58:13.720]  That's because there's been a lot of recent problems with the app store.
[58:13.720 --> 58:19.840]  But on the whole, you know, it's, you know, a success.
[58:19.840 --> 58:25.160]  And you know, at a time when in 2007 when the first iPhone came out and there wasn't any
[58:25.160 --> 58:27.640]  third party software at all.
[58:27.640 --> 58:30.280]  And there were questions about whether there ever would be.
[58:30.280 --> 58:33.880]  And then even when it was announced, well, how how strict are they going to keep this?
[58:33.880 --> 58:37.920]  How much is it going to be a handful of apps that Apple vets and how much is it going
[58:37.920 --> 58:43.600]  to be, you know, are they going to allow tens of thousands, hundreds, thousands of apps?
[58:43.600 --> 58:47.560]  I think all of that is thanks to four stall, or at least, at least partly thanks to four
[58:47.560 --> 58:48.560]  stall.
[58:48.560 --> 58:49.560]  Absolutely.
[58:49.560 --> 58:52.480]  But on the other hand, I don't think continuity happens.
[58:52.480 --> 58:54.880]  All in one fell swoop in 2014.
[58:54.880 --> 59:02.400]  If four stall is still running iOS as his own fiefdom because the way he ran it was secretly
[59:02.400 --> 59:08.520]  even when it wasn't new, you know, even, you know, it, you know, 20, 2012, I guess when
[59:08.520 --> 59:16.000]  he got pushed out, you know, I think he was a phenomenal partner for Steve Jobs.
[59:16.000 --> 59:21.760]  You know, your stories about when he was at Apple, he knew which of the three studded
[59:21.760 --> 59:25.520]  leather textures, Steve would pick and when he wasn't there, the designers just kept
[59:25.520 --> 59:27.560]  hearing no and no and no over and over again.
[59:27.560 --> 59:31.160]  And he was just so good at working with Steve Jobs, but then, you know, he faced an Apple
[59:31.160 --> 59:32.640]  without Steve Jobs.
[59:32.640 --> 59:36.680]  And it's possible that he was the best person in the world to birth the iPhone, but not the
[59:36.680 --> 59:38.880]  best person to get it through the awkward teenage years.
[59:38.880 --> 59:42.520]  And we'll see that with the watch now because Kevin Lynch runs Watch Software at Apple.
[59:42.520 --> 59:46.280]  It's not in Craig Federigis or, but that's sort of what you have to do when you're creating
[59:46.280 --> 59:47.280]  something new.
[59:47.280 --> 59:50.480]  You have to give it that sort of independent space to come alive and then you integrate
[59:50.480 --> 59:51.840]  it back again over time.
[59:51.840 --> 59:52.840]  Right.
[59:52.840 --> 59:56.720]  But even with Lynch and, you know, that's a good open question as in terms of like what
[59:56.720 --> 59:58.560]  to look for in 2015.
[59:58.560 --> 1:00:04.200]  You know, it's how good is their initial Watch Software going to be?
[1:00:04.200 --> 1:00:09.360]  And you know, whether it's fair or not, you know, how good the initial like when we get
[1:00:09.360 --> 1:00:19.600]  our first Apple Watch 1.0 in quote early 2015, we're going to form pretty firm opinions
[1:00:19.600 --> 1:00:25.480]  of Kevin Lynch as an Apple product manager right off the bat.
[1:00:25.480 --> 1:00:31.360]  But Lynch was hired into an Apple where, you know, he could be told point blank, and
[1:00:31.360 --> 1:00:35.440]  I'm sure was this is how we work now, we collaborate, you know, and I think that's why
[1:00:35.440 --> 1:00:38.840]  you see, you know, that, you know, Shiller is already wearing an Apple Watch, Eddie Hughes
[1:00:38.840 --> 1:00:44.080]  wearing an Apple Watch, Federigis wearing an Apple Watch, you know, that they're not
[1:00:44.080 --> 1:00:49.040]  locked out of that in the way that I think a lot of people were with the iPhone before
[1:00:49.040 --> 1:00:50.040]  it came out.
[1:00:50.040 --> 1:00:53.960]  I mean, and the other thing that I've heard really good things about Kevin Lynch's work
[1:00:53.960 --> 1:00:58.600]  at Apple, like he sounds like he's doing a great job, but also while the Watch stuff
[1:00:58.600 --> 1:01:02.800]  is separate, for example, like, I don't know this for a fact, but it sounds to me like
[1:01:02.800 --> 1:01:05.800]  the message is not being like, if you're working on watch messages, you're not a lot
[1:01:05.800 --> 1:01:09.640]  to talk to the guy working on iOS or Mac messages, it sounds like that's not the case that
[1:01:09.640 --> 1:01:13.440]  the messages group, you know, spans across from that, which is what you want because otherwise
[1:01:13.440 --> 1:01:15.280]  it's going to create a broken experience.
[1:01:15.280 --> 1:01:20.520]  Yeah, I do, I think that's absolutely the case where he, you know, it might be separate
[1:01:20.520 --> 1:01:25.840]  from Federigis stuff, but in a sense, it's not because it's Federigis entrusted with
[1:01:25.840 --> 1:01:29.120]  it or he's not part of it, but that he's already got enough on his plate and they need,
[1:01:29.120 --> 1:01:33.840]  this is such a big undertaking that it needs its own point person and team, but they're
