[00:00.000 --> 00:02.000]  You sound wonderful. Do you have a new microphone?
[02:04:18.640 --> 02:04:20.900]  But I was already kind of pessimistic about the movie
[02:04:21.260 --> 02:04:24.800]  But the thing that it's just disappointing because to me it wasn't a great trailer
[02:04:25.320 --> 02:04:31.640]  To me a great trailer makes me someone to say I want to see that movie today and Rogue One trailer did not do that
[02:04:31.640 --> 02:04:34.600]  For me at all. It just kind of gave me a I can wait
[02:04:36.120 --> 02:04:41.300]  See I really like the trailer. All right. All right. Well, that's why you know, yeah to have it's good to have different exactly
[02:04:41.300 --> 02:04:46.340]  Exactly. I know. Yeah, I feel like you're allowed to not like the trailer and I'm allowed to like the trailer and I hope
[02:04:46.900 --> 02:04:50.480]  That the first real trailer is a little bit less cut cut cut II
[02:04:51.060 --> 02:04:52.740]  in part because you know
[02:04:52.740 --> 02:04:57.780]  they have a there's a lot of really pretty really pretty scenes that look like they were being shot in the
[02:04:58.020 --> 02:05:02.740]  Half a second that we got did you think it was weird that the Death Star seemed fully constructed? I
[02:05:04.380 --> 02:05:08.800]  Mean they didn't show it in a long shot. They only showed like they showed that like the dish
[02:05:08.800 --> 02:05:13.020]  Yeah being put in so who knows maybe if you pull back or it's you know
[02:05:13.020 --> 02:05:17.060]  Cuz yeah, they might still be like with bits and pieces. We've seen in progress Death Stars before, right?
[02:05:18.300 --> 02:05:23.640]  Well, I what that makes me wonder how close are we to a new hope right because in a new hope the Death Star
[02:05:23.700 --> 02:05:29.300]  Like the Death Star was close to fully operational. It was flying between planets. It was shooting things
[02:05:30.900 --> 02:05:33.060]  So it may have just been one of those things where
[02:05:33.500 --> 02:05:38.300]  Everything was built safe for the firing dish or maybe they have to replace the firing dish
[02:05:38.300 --> 02:05:42.060]  I don't know. There's there's so many so many opportunities for antics. Yeah
[02:05:42.620 --> 02:05:44.620]  All right, anything else you want to talk about this week?
[02:05:47.340 --> 02:05:51.060]  You know what no, yeah, I feel like we've covered we've covered good things
[02:05:51.060 --> 02:05:58.420]  Oh, I actually I saw speaking of Star Wars to close it out on Star Wars. I I watched the force awakens
[02:05:59.100 --> 02:06:02.420]  the behind the scenes documentary that was included with the
[02:06:02.420 --> 02:06:08.080]  With the iTunes extras because of course force awakens is on DVD blu-ray iTunes, etc
[02:06:08.580 --> 02:06:11.580]  Everywhere in the US and I think the UK gets it later this week
[02:06:12.260 --> 02:06:14.260]  And that was really awesome
[02:06:14.460 --> 02:06:17.080]  It's just a good good documentary overall
[02:06:17.120 --> 02:06:21.740]  But the highlight of it is they show they have a scene of like oh, you know
[02:06:21.740 --> 02:06:28.880]  Harrison Ford is entering our model of the Millennium Falcon for the first time and they they in the documentary
[02:06:28.880 --> 02:06:35.020]  They they clip or they cut between finished clips of the movie and then the behind the scenes of when this is all happening
[02:06:35.600 --> 02:06:40.300]  and there's just this really nice moment where you start on the the actual scene of
[02:06:40.380 --> 02:06:47.540]  Han like walking into the the cockpit of the Millennium Falcon and doing the the smile and the self-satisfied like we're finally here
[02:06:47.540 --> 02:06:51.760]  And then you cut to the behind the scenes and you see him out of frame
[02:06:51.900 --> 02:06:53.120]  He's pulled
[02:06:53.120 --> 02:06:58.980]  He's pulled two tiny little dice from his pocket and he hangs them up on one of the like higher
[02:06:59.100 --> 02:07:05.440]  Switches in the Millennium Falcon's cockpit. It's just like not big fuzzy dice like miniature versions of tiny fuzzy dice
[02:07:05.440 --> 02:07:12.020]  And he hangs them and he that he sits down and smiles and I'm just like this is that's that's the true heart of Star
[02:07:12.020 --> 02:07:13.300]  Wars right there. I
[02:07:13.300 --> 02:07:20.460]  Heard that there were tiny little non fuzzy dice in the new. Hope I think yeah, I think that's I call back to that
[02:07:20.460 --> 02:07:26.340]  exactly, I think I think he's been carrying around those tiny fuzzy dice for like 40 years and just
[02:07:26.940 --> 02:07:28.300]  Brought it back
[02:07:28.300 --> 02:07:32.500]  All right. I have not watched it on home video yet. I've been saving it
[02:07:32.500 --> 02:07:35.060]  We still have a lot of contention in our household over
[02:07:36.140 --> 02:07:38.140]  Over what happened? Oh
[02:07:38.900 --> 02:07:41.620]  Yeah, I I understand that that was very
[02:07:42.340 --> 02:07:47.400]  we watched it last night for for Rick's birthday, and it was definitely a
[02:07:47.400 --> 02:07:51.800]  It was definitely a contentious scene. Even the dogs don't like it. Oh
[02:07:54.320 --> 02:08:00.520]  Yeah, you did the thing where you watched with bb-8 too, right I did I did I watched I watched bits and pieces with the with
[02:08:00.520 --> 02:08:05.040]  It's it that's that droid gets so chatty. It's it's really funny to do it
[02:08:05.040 --> 02:08:09.260]  Not as a like I wouldn't suggest doing it if you really want to pay attention to the movie
[02:08:09.360 --> 02:08:12.400]  But if you want to get a kick and while having it on in the background
[02:08:12.400 --> 02:08:19.440]  bb-8 will talk pretty much non-stop about any scene that has him in it any scene that has Poe Dameron in it or
[02:08:19.640 --> 02:08:25.320]  Anytime the characters make what bb-8 thinks is a stupid decision. You'll hear no no, no
[02:08:25.320 --> 02:08:30.280]  No, and it and it'll shake his little head super cute. It's a pretty cool feature
[02:08:30.280 --> 02:08:34.160]  so anyway, the long story short is if you have that little bb-8 toy that you can drive with your
[02:08:35.440 --> 02:08:39.860]  With your iPhone if you watch the movie with that toy the bb-8
[02:08:39.860 --> 02:08:43.400]  It watches along with you and reacts. It's super cute
[02:08:43.400 --> 02:08:49.040]  You have to have the bb-8 in its base because a battery and you have to have your phone plugged in and the app open
[02:08:49.040 --> 02:08:52.160]  Which is like the dumb part, but still pretty fun. Yeah
[02:08:53.080 --> 02:08:55.080]  All right. Thank you serenity people can
[02:08:55.880 --> 02:09:01.320]  Find all the serenity they want on Twitter. What's your Twitter handle? I always forget
[02:09:01.320 --> 02:09:10.520]  It's cetern s e t t e r n s e t t e r n and we're random and which word and your work at I more calm
[02:09:10.520 --> 02:09:13.680]  So my thanks to you my thanks to our sponsors Casper the place where you go to buy mattresses
[02:09:14.200 --> 02:09:16.200]  Squarespace the place where you go to build a website
[02:09:16.440 --> 02:09:22.640]  igloo the internet you'll actually like and fracture the place where you can get your photos printed directly on class
[02:09:22.640 --> 02:09:30.400]  Talk to you soon. Yeah. Thanks very much for having me. Thank you. Certainly. Thank you
