[00:00.000 --> 00:01.440]  Hello
[01:10:32.860 --> 01:10:35.680]  Yeah, yeah, you got a key. Yeah, they keep them going
[01:10:35.680 --> 01:10:38.180]  That could be Twitter's business model
[01:10:39.880 --> 01:10:42.000]  If they just started charging you for a
[01:10:42.760 --> 01:10:46.720]  Subsequent out you get one username for free. I would have to start paying 50 bucks a year
[01:10:46.720 --> 01:10:52.260]  Oh my I'm looking at my Twitter account. I've got like 10 accounts in my Twitter app, right? How many are used?
[01:10:52.260 --> 01:10:56.040]  Oh, they're all used. Yeah. Yeah. Yeah pretty much. I've got some that aren't
[01:10:56.040 --> 01:10:58.160]  I got a couple that aren't a couple of kind of gag ones
[01:10:58.160 --> 01:11:03.080]  But it's all you know, all these different sites and podcasts and stuff and I got I've got Twitter accounts for all of them
[01:11:03.080 --> 01:11:05.400]  Alright, alright, so chrome
[01:11:05.400 --> 01:11:10.700]  here's the other thing in this Safari is the new IE argument that I saw and that to me was very clear and it's like
[01:11:10.700 --> 01:11:18.040]  To me and I I hate to broadly generalize but I I think it's true in this case. Is that there's a sort of
[01:11:19.560 --> 01:11:22.400]  I was gonna say myopic but maybe it's a little bit more
[01:11:22.400 --> 01:11:24.400]  I don't know what the word is
[01:11:24.400 --> 01:11:29.640]  but it's it where you only can see your own perspective and you can't see anyone else's perspective and
[01:11:29.640 --> 01:11:33.000]  To me a lot of these web develop not all web developers
[01:11:33.000 --> 01:11:35.000]  But the web developers who jumped on this particular
[01:11:35.880 --> 01:11:42.320]  Storyline this Safari is the new IE all seemed to not be able to even see things from Apple's angle, right?
[01:11:42.720 --> 01:11:47.080]  And that to me is what you what you wrote and I'll put your thing in the show notes for sure
[01:11:47.080 --> 01:11:49.720]  It's really the first thing that made me want to have you as my guest this week
[01:11:49.800 --> 01:11:55.240]  Because I thought your thing was short and sweet and I thought it really hit the point clearly that this is not in
[01:11:55.500 --> 01:11:58.600]  Stuff that's not in Apple's interest Apple is not going to be enthusiastic over
[01:11:58.600 --> 01:12:06.240]  Regardless of the consensus of web standards and that's exactly what people jumped on you for but they don't they can't see that and
[01:12:07.040 --> 01:12:11.160]  The the thing that kept coming up and there's a couple people who made this point
[01:12:12.160 --> 01:12:16.960]  but the gist of it is if you read between the lines what they want them to do what they seem to want Apple to
[01:12:16.960 --> 01:12:24.080]  Do is just give up on WebKit and and let chrome and blink which is Google's fork of WebKit
[01:12:24.080 --> 01:12:29.200]  Take over just like just like chrome do what it wants on iOS or even you know
[01:12:29.200 --> 01:12:31.560]  And they would even I'm sure they would even say just you know
[01:12:31.960 --> 01:12:34.040]  You don't have to build it in for out of the box
[01:12:34.040 --> 01:12:38.640]  But just let the version of Chrome that you download from the App Store
[01:12:39.160 --> 01:12:45.880]  Use blink and I think they don't go this far. But I think it you know, once that happened they would realize and
[01:12:45.880 --> 01:12:53.120]  Let blink do what it wants in terms of being able to install apps on the home page on iOS
[01:12:53.960 --> 01:12:58.600]  Which is clearly outside the bounds of what any kind of app from the App Store can do today
[01:13:01.200 --> 01:13:04.440]  Because Google with blink and chrome
[01:13:05.160 --> 01:13:08.480]  Is moving very quickly and implementing?
[01:13:09.040 --> 01:13:14.120]  Prospective new web standards for things like local storage and for background
[01:13:14.120 --> 01:13:15.680]  updates
[01:13:15.680 --> 01:13:17.840]  And stuff like that very very quickly
[01:13:18.760 --> 01:13:24.400]  And WebKit is moving and always has it seems to be moved a little bit slowly
[01:13:24.400 --> 01:13:28.720]  Not that they don't support stuff, but that they seem to you know, WebKit is more of a conservative
[01:13:29.960 --> 01:13:31.960]  standards-based
[01:13:33.920 --> 01:13:39.720]  Rendering engine than blink is and maybe then Mozilla's whatever they call the
[01:13:41.040 --> 01:13:43.040]  the rendering engine
[01:13:43.040 --> 01:13:47.280]  Is that they've got like a new one now, right, you know, just Mozilla as an organization
[01:13:48.320 --> 01:13:50.320]  and
[01:13:50.840 --> 01:13:55.760]  There's a reason, you know, there's a reason why blink was forked from WebKit
[01:13:55.760 --> 01:13:59.440]  I mean Google used to be the second biggest contributor to WebKit after Apple
[01:14:00.200 --> 01:14:08.560]  and the reason basic basically the reason they forked and took WebKit on their own and you know name their version blink was
[01:14:08.560 --> 01:14:10.280]  that they
[01:14:10.280 --> 01:14:15.280]  Google and Apple had different priorities so if Apple had one if Apple
[01:14:15.680 --> 01:14:20.480]  followed any of this and what you know was in line with them all they would have had to do all along is just
[01:14:20.800 --> 01:14:26.400]  Accept all of the Google's or not all or just most or more a lot more of Google's, you know
[01:14:26.480 --> 01:14:32.880]  Proposed patches and additions to WebKit and they would have had exactly what these people seem to think they want WebKit to be
[01:14:33.520 --> 01:14:38.080]  Like and there's a reason why it had to be a fork. Yeah, and the whole point here
[01:14:38.080 --> 01:14:41.940]  I mean, it looks like an end around to me. It looks this is the this is the well
[01:14:41.940 --> 01:14:46.660]  If you don't if you don't want to do this just put Chrome on there and let and then we'll have you know
[01:14:46.660 --> 01:14:51.640]  It's basically make why can't you be Android make it like Android because then we then we can have what we want
[01:14:51.760 --> 01:14:58.140]  Which is problematic for a couple ways first off talk about giving one vendor the keys to the the web
[01:14:58.520 --> 01:15:03.200]  You do want two vendors pushing and pulling in mobile you want them pushing and pulling at each other you don't
[01:15:03.200 --> 01:15:07.880]  Oh, well unless you really are in the bag for one of them or the other of them
[01:15:07.880 --> 01:15:11.320]  And I'm sure we've been accused of being in the bag for Apple and we've you know
[01:15:11.520 --> 01:15:16.720]  essentially accused Nolan Lawson of being in the bag for Google, but if you what you really want is
[01:15:17.280 --> 01:15:22.600]  For the standards process to be a push and a pull and have it be stuff that neither
[01:15:22.820 --> 01:15:29.000]  Apple or Google is entirely happy with but they can live with and that is like a middle a middle ground and that's the stuff
[01:15:29.000 --> 01:15:33.920]  That they're both willing to to do so that that makes sense as opposed to saying oh well
[01:15:33.920 --> 01:15:38.320]  Why don't you just give you know let it be let it be Chrome on on iOS
[01:15:38.320 --> 01:15:41.780]  Then we can and we can run with it plus. Let's let's also say
[01:15:42.320 --> 01:15:44.320]  That's a totally unrealistic thought
[01:15:45.040 --> 01:15:49.960]  That you would have a scenario where you go to your bank, and the bank says well
[01:15:49.960 --> 01:15:51.840]  We've got an app, but it's a web app
[01:15:51.840 --> 01:15:57.200]  so what here's what you need to do if you're on an iPhone you need to go to the App Store and download Chrome and
[01:15:57.200 --> 01:16:02.520]  Install it and then come back here, and then we'll let you tap something and install it on it
[01:16:02.520 --> 01:16:05.240]  No, that will never happen. That's just never gonna happen
[01:16:05.240 --> 01:16:06.640]  It's unrealistic
[01:16:06.640 --> 01:16:13.440]  And I think it shows how a lot of the people who are having these conversations are not thinking like a regular user
[01:16:13.480 --> 01:16:18.280]  They're thinking like a web developer or a developer or a very technical person because you know
[01:16:18.560 --> 01:16:24.860]  Just making Chrome available for iOS would be great for power users like I was talking to Mike Hurley about this because he uses Chrome
[01:16:24.860 --> 01:16:29.180]  And it's like if you could use the Chrome rendering engine as a power users like yay, okay?
[01:16:29.180 --> 01:16:34.820]  That would be great, but you cannot ever count on that being that that's never gonna take over
[01:16:35.620 --> 01:16:40.680]  People on iOS are not going to rush to adopt Chrome
[01:16:41.060 --> 01:16:44.540]  It's just not gonna happen. It would always be a minority browser
[01:16:44.540 --> 01:16:49.060]  That's actually why I'm kind of okay not necessarily with embedding like at mobile apps inside
[01:16:49.060 --> 01:16:51.860]  But I'd be okay if Apple said you know what yeah, okay?
[01:16:51.860 --> 01:16:55.300]  You can run within the Chrome app itself you can run your went rendering engine
[01:16:55.300 --> 01:16:57.300]  We'll let you do that if they did that
[01:16:57.660 --> 01:17:03.820]  I don't think Chrome would ever be more than a tiny fraction of the web pages viewed in iOS ever
[01:17:04.100 --> 01:17:06.540]  Because most people are never gonna download it
[01:17:08.180 --> 01:17:13.540]  We should point out because I know from my email that there are a lot of people out there who are rightfully
