[00:00.000 --> 00:02.000]  Tough fact to follow
[2:13:01.720 --> 2:13:04.680]  And I'm sure that people that we write to left naturally
[2:13:04.920 --> 2:13:08.360]  Just like well, it's good my phone works his way and that's fine
[2:13:08.440 --> 2:13:12.280]  But there's another there's another aspect of this that does have a practical upside for Apple
[2:13:12.280 --> 2:13:16.200]  And that's the fact that they're making it that they keep adding features to add
[2:13:16.840 --> 2:13:19.240]  Translations to your app in other languages
[2:13:19.880 --> 2:13:24.840]  As as easy as possible and as powerful as possible and they even emphasize now that only
[2:13:25.640 --> 2:13:27.480]  I might get the number wrong
[2:13:27.480 --> 2:13:31.080]  But somewhere around 30% of app downloads are in the United States right now
[2:13:31.160 --> 2:13:33.160]  And I'm not quite sure they didn't do it by language
[2:13:33.160 --> 2:13:40.840]  But if it only 30% of app downloads in the United States and a huge portion of them just just two countries alone China and Japan
[2:13:40.840 --> 2:13:45.960]  Together account for over 50% of app downloads. So
[2:13:46.920 --> 2:13:51.320]  If you want to you're leaving off a majority of the iOS
[2:13:51.960 --> 2:13:56.120]  User base if you don't have Chinese and Japanese translations of your app
[2:13:57.080 --> 2:14:00.440]  And obviously like you and I we you know, I can't translate
[2:14:01.000 --> 2:14:05.160]  Vespern to Chinese and you can't trust translate napkin into Japanese
[2:14:05.560 --> 2:14:09.720]  But there are services that we can commission to do these translations for us
[2:14:09.720 --> 2:14:13.720]  Here's a list of English strings. Please give us you know the Japanese and Chinese equivalents
[2:14:14.600 --> 2:14:16.120]  Apple is bending over backwards
[2:14:16.120 --> 2:14:20.920]  I think to make that possible and that's so that you don't have you know Chinese users
[2:14:20.920 --> 2:14:25.880]  Don't have to only use apps written by Chinese developers that they can get apps that are written you know
[2:14:27.240 --> 2:14:32.280]  For anybody anywhere in the world that just takes the step of getting a translator to translate the UI
[2:14:33.400 --> 2:14:38.200]  Yeah, I totally agree. Um, I didn't I didn't count them before the show
[2:14:38.200 --> 2:14:42.120]  Because that wasn't true. We'd need it, but I'm gonna guess it was
[2:14:43.560 --> 2:14:46.840]  Minimum two at least three or four sessions that addressed
[2:14:48.520 --> 2:14:49.160]  I
[2:14:49.160 --> 2:14:51.160]  Internationalization
[2:14:51.720 --> 2:14:56.120]  Like they're they're not kidding on this. I don't think we're done hearing about
[2:14:56.120 --> 2:15:00.520]  I think that's I think that's gonna be like a constant theme henceforth and and WWDC
[2:15:01.560 --> 2:15:03.560]  I should be because you know
[2:15:03.560 --> 2:15:10.600]  The world is a big place and pretending that the the US is the only place that matters is
[2:15:11.560 --> 2:15:13.560]  It's the only place that matters the most though
[2:15:15.800 --> 2:15:21.800]  Well, it's the only place that matters historically and that you can work out deals. No, seriously
[2:15:22.200 --> 2:15:25.000]  You know, I'm Canadian. I we're not gonna get new
[2:15:26.440 --> 2:15:28.440]  We didn't even get to that but
[2:15:28.440 --> 2:15:34.360]  Well, cuz you know, I mean, there's a lot of we have some restrictions on Canadian content and
[2:15:35.800 --> 2:15:39.800]  Quebec is predominantly francophone, so there's that hurdle that
[2:15:40.680 --> 2:15:42.200]  Um
[2:15:42.200 --> 2:15:45.800]  We know people who've worked in the iBooks side of things that
[2:15:46.520 --> 2:15:53.160]  Have had difficulty landing deals with Canada just goes back kind of thing so I understand it um
[2:15:54.680 --> 2:15:56.680]  Just to bring it back to making fun of you
[2:15:56.680 --> 2:15:58.680]  Uh
[2:15:59.400 --> 2:16:03.400]  How funny was it when they ran daring fireball on the news thing?
[2:16:04.360 --> 2:16:08.200]  I it was very funny and I was writing a note at the time
[2:16:08.280 --> 2:16:10.280]  So what happened was whenever
[2:16:10.280 --> 2:16:15.480]  We said Susan Prescott was unveiling news and she was saying you know in addition to like the New York Times and Wired
[2:16:15.560 --> 2:16:16.760]  Magazine and all these big brands
[2:16:16.760 --> 2:16:22.520]  She was like you could also read your favorite blogs like daring fireball and I was like heads down writing notes in my notebook
[2:16:22.520 --> 2:16:24.520]  And I was like wait
[2:16:24.520 --> 2:16:29.080]  And I look up the only thing and I had no idea the thing that made me mad about it
[2:16:29.080 --> 2:16:31.240]  My first thought was wow that's incredible
[2:16:31.240 --> 2:16:35.640]  I cannot believe that just happened and my second thought is I wish that they had told me in advance because I would have
[2:16:35.640 --> 2:16:39.720]  I would have given them a much better graphic for the logo like they made my logo
[2:16:39.960 --> 2:16:41.960]  They also opted you in with
[2:16:43.080 --> 2:16:44.920]  Like a don't worry he'll be in you
[2:16:44.920 --> 2:16:46.920]  Yeah, I think I guess I'm signing up
[2:16:49.480 --> 2:16:51.480]  We don't have time to talk about
[2:16:51.480 --> 2:16:54.120]  That to change it because you're a great looks shit. Yeah, the color
[2:16:54.120 --> 2:16:58.440]  I didn't mind that they changed the color because it doesn't look good projected what I don't like it's like
[2:16:59.080 --> 2:17:03.960]  I didn't like it that they made this circle with star and as big as could possibly fit in the space
[2:17:04.040 --> 2:17:07.480]  Whereas it should have been small and my example all week long as I've been
[2:17:08.280 --> 2:17:13.880]  Complaining about this incredibly great publicity that they give me is that if you look at the back of your iPhone
[2:17:13.880 --> 2:17:15.800]  How big is the apple on the back of the iPhone?
[2:17:15.800 --> 2:17:16.840]  It's small
[2:17:16.840 --> 2:17:21.960]  Well, that's how small the during fireball logo should have been in the overall rectangle that they give you
[2:17:22.520 --> 2:17:25.720]  On the news site whereas they made it like as big as it could possibly be to fit
[2:17:26.360 --> 2:17:31.960]  But that's a small you know what I've gone this entire show thing saying like nice things about you
[2:17:33.640 --> 2:17:39.480]  You know what when they show my logo in it they can make it whatever fucking says in the keynote, okay?
[2:17:39.480 --> 2:17:46.200]  Yeah, all right fair enough all right. I got to go. This has been great time
[2:17:46.840 --> 2:17:50.240]  Anyway, really appreciate let me thank our sponsors Harry's
[2:17:51.640 --> 2:17:54.600]  igloo hover and Squarespace great sponsors
[2:17:55.160 --> 2:18:00.600]  Glad to have mall guy English people can see you on Twitter your username is GTE
[2:18:02.600 --> 2:18:04.760]  And you know you're okay on Twitter and
[2:18:04.760 --> 2:18:13.240]  Your app napkin is at you can just Google it eight, but it's it age. How do you spell the domain name?
[2:18:14.520 --> 2:18:19.240]  age-and-distilled.com or in a pk and
[2:18:21.160 --> 2:18:29.920]  Yeah, just type it in your favorite search engine just type napkin and you'll find it a great great app for the Mac that I use all the time
[2:18:29.920 --> 2:18:33.480]  So check it out, and I'll talk to you soon
[2:18:33.480 --> 2:18:40.360]  nap.can that's it wait is it really easy to wait? He's a member anyway, wait
[2:18:42.200 --> 2:18:44.200]  nap
[2:18:44.200 --> 2:18:52.360]  nap.k and a p.k and well, this is that's super exciting. That's a great. That's a great domain name
[2:18:52.360 --> 2:19:02.360]  You know what show it did don't have to put up?
