[00:00.000 --> 00:05.180]  Feel like we got to talk about the thing which thing my thing. How was your with your eyeball? Yeah
[01:01:32.820 --> 01:01:37.260]  It's like just enough of the memory ish stuff that I'm surprised that there's any of it
[01:01:37.260 --> 01:01:39.580]  But they use a little bit of it, you know, that's what they call it
[01:01:39.700 --> 01:01:42.560]  But it's not you know, there's no like outline of your body in there
[01:01:43.740 --> 01:01:47.100]  We go to a retail store mattresses often cost well over
[01:01:47.700 --> 01:01:49.100]  1,500 bucks
[01:01:49.100 --> 01:01:55.060]  That's a that's a fact I've it's unbelievable how much mattresses like that's like one of those little things about getting in the real world
[01:01:55.060 --> 01:01:59.580]  Where you have to buy your own beds and like you said and it's too grand out of your pocket
[01:01:59.580 --> 01:02:00.300]  Oh, yeah
[01:02:00.300 --> 01:02:06.780]  It's too grand to get a crane to put your refrigerator in your house and you're like you serious $2,000. Jesus
[01:02:07.060 --> 01:02:12.180]  Well Casper mattresses cost between 500 bucks for a twin size mattress
[01:02:12.920 --> 01:02:17.140]  600 for a twin XL. I didn't know twin XL was a size
[01:02:17.780 --> 01:02:19.500]  750 for full
[01:02:19.500 --> 01:02:21.500]  850 for Queen and only
[01:02:21.500 --> 01:02:28.180]  950 bucks for a king-size mattress 950 bucks for a top quality mattress
[01:02:29.500 --> 01:02:34.740]  Now they totally understand the whole idea of buying it's the same thing with Warby Parker. How are you gonna buy glasses?
[01:02:36.260 --> 01:02:41.460]  Without trying them on. Well, how are you gonna buy a mattress without trying it out? Here's the thing. It's completely risk-free
[01:02:42.260 --> 01:02:48.860]  They offer free delivery and free returns within a hundred day period so buy it
[01:02:48.860 --> 01:02:54.620]  It shows up at your house. It is amazing. It shows as you think. Well, how the hell do they ship a mattress?
[01:02:54.620 --> 01:02:58.220]  Well, they because it they use the foam because it's like this foam type thing
[01:02:58.220 --> 01:03:03.220]  They vacuum seal the thing up and it shows up in a box. It's like the size of like a sandwich, right?
[01:03:03.980 --> 01:03:05.980]  No, it's like a little
[01:03:06.300 --> 01:03:10.620]  It's dry like two sandwiches. That's it. It's a little bit bigger than this sandwich, but it's
[01:03:11.420 --> 01:03:15.080]  Surprisingly small. It's probably about the same size as the box that your little dorm room
[01:03:15.660 --> 01:03:17.340]  temporary fridge came in
[01:03:17.340 --> 01:03:18.860]  right
[01:03:18.860 --> 01:03:20.580]  amazingly small for
[01:03:20.580 --> 01:03:24.180]  The queen size mattress that I had him send can't believe it
[01:03:24.180 --> 01:03:26.100]  but it's like when they tell you to
[01:03:26.100 --> 01:03:30.580]  If you want to take some advice me when they tell you to put it in a room where you want it before you open
[01:03:30.580 --> 01:03:32.580]  It do do that
[01:03:33.420 --> 01:03:39.460]  Do that does it explode out of the box or does it just not explode but it is very rapid it
[01:03:39.620 --> 01:03:41.620]  The mattress wants to be big
[01:03:42.860 --> 01:03:45.700]  The mattress wants to expand to the size of a mattress
[01:03:45.700 --> 01:03:49.380]  But you have a hundred days. No questions
[01:03:49.380 --> 01:03:53.540]  They you don't like have to call them up and and talk to like a hard sell
[01:03:54.300 --> 01:03:57.460]  Comcast guy who's gonna be like trying to talk you into keeping a mattress
[01:03:57.540 --> 01:04:02.580]  You don't like it if you you just you just send it right back and you know
[01:04:02.580 --> 01:04:06.380]  I guess getting it out of your house is gonna be a little bit harder and getting it in because it's already expanded but they
[01:04:06.380 --> 01:04:09.380]  Take care of it. No questions asked no hassle
[01:04:09.380 --> 01:04:14.500]  There's no guy who's gonna give you a hard time about sending it back. They'll take it back because they're so
[01:04:14.500 --> 01:04:16.100]  confident
[01:04:16.100 --> 01:04:17.220]  That you're gonna like it
[01:04:17.220 --> 01:04:20.340]  And in fact, I think I don't know I might be wrong here
[01:04:20.340 --> 01:04:25.100]  But I think that they've had such success that they actually like expand. I think that hundred day period is actually
[01:04:26.060 --> 01:04:29.140]  Longer than it used to be because there were so few people who sent it back
[01:04:31.060 --> 01:04:38.300]  Where do you go to find out more go to Casper CASP ER Casper sleep calm
[01:04:40.060 --> 01:04:42.060]  Slash
[01:04:42.060 --> 01:04:49.380]  Talk show now, they don't have the the this gets so confusing. They've just got slash talk show Casper sleep
[01:04:50.220 --> 01:04:52.940]  Slash talk show. They'll know you came from here
[01:04:53.660 --> 01:04:59.060]  And you'll get 50 bucks towards your mattress. You'll save 50 bucks just by using that code
[01:04:59.060 --> 01:05:02.420]  So it really does make sense to get it right slash talk show
[01:05:03.100 --> 01:05:05.100]  and
[01:05:05.300 --> 01:05:08.960]  Good get a new mattress. You're shopping for a mattress. You can't lose really
[01:05:08.960 --> 01:05:13.600]  Hey, are you sure they don't have the because it 404 is without. Ah
[01:05:15.080 --> 01:05:19.480]  Well, the thing I have here in front of my face just says Casper sleep
[01:05:20.160 --> 01:05:22.160]  www do www
[01:05:22.280 --> 01:05:29.680]  You want you it does have the it does have that. Yeah. Well, there we go. Good thing that Paul kafas is here. I
[01:05:30.680 --> 01:05:32.560]  Check these ads for you check these ads
[01:05:32.560 --> 01:05:37.820]  I maybe what happened is that after I bitched about it the last time that they didn't have the though then they added to the
[01:05:37.820 --> 01:05:39.820]  But then they got rid of the got rid of them
[01:05:40.200 --> 01:05:43.360]  Well, anyway, thank God Paul, you know
[01:05:44.280 --> 01:05:49.280]  Paul just saves you 50 bucks somebody. Yeah anybody and some embarrassing 404s and
[01:05:50.200 --> 01:05:55.800]  Who knows, you know, what kind of horrible stuff would happen? So anyway, it's Casper comm slash the talk show
[01:05:56.320 --> 01:05:58.880]  Good for them for putting it on there. I paid good money for that
[01:06:01.840 --> 01:06:04.780]  So anyway, we talked about pebble we're talking about Apple watch
[01:06:04.780 --> 01:06:06.780]  We
[01:06:06.980 --> 01:06:13.220]  Could get into pricing I know I've written about this I don't I mean you've written about it and that was interesting enough
[01:06:13.220 --> 01:06:15.180]  I find it sort of
[01:06:15.180 --> 01:06:17.220]  We're gonna know in a week, right? Right. I do
[01:06:17.220 --> 01:06:18.140]  I know I
[01:06:18.140 --> 01:06:23.740]  That's the thing about doing this show the show before an event is fun because it's like the one time where you can you can
[01:06:23.740 --> 01:06:26.700]  Be completely wrong and just make stuff up and it's like anything could happen
[01:06:28.140 --> 01:06:30.140]  But then it's like, you know six days from now
[01:06:30.140 --> 01:06:35.380]  Everything we said is either gonna be completely wrong and we look like idiots or even if we were right
[01:06:35.380 --> 01:06:37.380]  It doesn't matter because okay. Yeah, I
[01:06:38.000 --> 01:06:40.860]  mean the the most interesting thing to me is
[01:06:41.780 --> 01:06:44.820]  seeing just how big the range is and you know
[01:06:44.820 --> 01:06:49.100]  They said they've only told us one thing that it's 349 for the very cheapest watch, right?
[01:06:49.100 --> 01:06:54.980]  And that to me means I figure there's like a slight chance. It's actually 299. What do you think?
[01:06:54.980 --> 01:07:00.140]  No, you don't think you don't think they come down from that? Nope. Haven't they done that before? I?
[01:07:00.700 --> 01:07:05.740]  Think I feel like there was a product where they had pre announced a price and then they dropped at 50 bucks. I
[01:07:07.980 --> 01:07:12.860]  Mean it certainly is more possible than that. They they raised the price, you know, right?
[01:07:13.700 --> 01:07:20.340]  It's certainly not gonna be more than 349 to start right? There's gonna be at least one model you can get for 349 for sure. I
[01:07:20.340 --> 01:07:25.560]  I guess 299 is possible, but I don't know that just feels it feels to me
[01:07:25.560 --> 01:07:29.620]  like a side effect of the Tim Cook era of Apple is that
[01:07:30.040 --> 01:07:34.360]  they've they've really neatened up on things like that, you know, like
[01:07:37.620 --> 01:07:39.900]  Like famously with the iPhone
[01:07:40.740 --> 01:07:45.180]  When they announced it at Macworld in January 2007, it had some kind of high
[01:07:45.880 --> 01:07:47.760]  polymer plastic
[01:07:47.760 --> 01:07:55.000]  touchscreen, right and then it was like right in May like where they like first and then like now it's like final shipping dates and
[01:07:55.000 --> 01:07:57.000]  Stuff and they said and by the way
[01:07:57.480 --> 01:08:05.120]  We've upgraded the display from plastic to this amazing glass from from you know, what's that company Corning Corning?
[01:08:05.840 --> 01:08:11.600]  and you know and then in stories that have come out in the years since it was this is clearly like
[01:08:11.600 --> 01:08:18.200]  You know, you know that it was Steve who's like god damn it, you know, this is nicer so we're definitely doing it
[01:08:18.200 --> 01:08:19.000]  We're not waiting a year
