[00:00.000 --> 00:01.740]  Jason, how you doing?
[55:45.480 --> 55:48.320]  because so you've got what you've written.
[55:48.320 --> 55:52.480]  So the way that I do it is I've got what I've written
[55:52.480 --> 55:54.760]  and then you somehow in the title
[55:54.760 --> 55:56.820]  also have to say what you've written,
[55:56.820 --> 55:59.840]  but you don't want to necessarily say it again
[55:59.840 --> 56:04.600]  in the same way as you did in the text of the thing.
[56:04.600 --> 56:06.760]  And then I also have to,
[56:06.760 --> 56:11.160]  so each of my main posts also has some like tweet text
[56:11.160 --> 56:13.880]  and that's the text that goes out like on social media.
[56:13.880 --> 56:17.160]  So I have to rewrite what I wrote
[56:17.160 --> 56:19.120]  in the title and in the piece.
[56:19.120 --> 56:22.880]  I also have to do it in less than 250 characters
[56:22.880 --> 56:24.320]  or whatever it is with the link.
[56:24.320 --> 56:25.800]  So it's like, I'm writing,
[56:25.800 --> 56:28.360]  I'm trying to write the same thing three times
[56:28.360 --> 56:31.400]  with three different content links.
[56:31.400 --> 56:34.800]  And it's sometimes it is like the last thing
[56:34.800 --> 56:35.640]  that I want to do.
[56:35.640 --> 56:36.700]  I'm like, fuck this.
[56:36.700 --> 56:39.160]  I just want to write the thing that I want to write
[56:39.160 --> 56:41.520]  and then move on and I don't want to have to think
[56:41.520 --> 56:42.680]  about the stupid title.
[56:44.680 --> 56:47.080]  It's possible we might be heading towards
[56:47.080 --> 56:50.400]  by the time you and I finish up this racket,
[56:50.400 --> 56:51.760]  we might be heading towards a time
[56:51.760 --> 56:52.960]  where you could just do that
[56:52.960 --> 56:55.680]  and some kind of open AI type thing
[56:55.680 --> 56:59.000]  could do the summary for you, the tweet length summary.
[56:59.000 --> 56:59.840]  Oh, there you go.
[56:59.840 --> 57:01.400]  I mean, cause that's the sort of thing
[57:01.400 --> 57:04.160]  that these goddamn bots are good at, right?
[57:04.160 --> 57:08.560]  Doing the, using them to produce summaries is shocking.
[57:08.560 --> 57:10.960]  I don't want to go on a side rant about what's,
[57:10.960 --> 57:14.640]  what's impressive and surprising about these open AIs,
[57:14.640 --> 57:17.440]  but their ability to summarize is incredible.
[57:17.440 --> 57:19.240]  Have you looked at any of these AI things
[57:19.240 --> 57:21.480]  and put your stuff in there and see what it makes of it?
[57:21.480 --> 57:22.880]  Hey, I'm going to give you this post.
[57:22.880 --> 57:24.440]  Can you summarize it?
[57:24.440 --> 57:25.600]  No, I haven't really.
[57:25.600 --> 57:26.800]  Cause I'm a little, I'm a little.
[57:26.800 --> 57:28.120]  Yeah, I haven't, I haven't done it either.
[57:28.120 --> 57:30.280]  No, I've asked them what they think of me.
[57:32.880 --> 57:34.240]  What, what, what did they?
[57:34.240 --> 57:36.640]  Oh, it's super boring.
[57:36.640 --> 57:38.520]  They just steal from Wikipedia
[57:38.520 --> 57:40.520]  and say that I'm a writer, blogger.
[57:40.520 --> 57:41.760]  Actually, they're a little better.
[57:41.760 --> 57:44.880]  Actually, I think that the Bing chat bot has a better,
[57:44.880 --> 57:49.880]  in my opinion, a better brief two, three sentence bio
[57:50.080 --> 57:53.560]  of me than Wikipedia does in my, I forget the difference,
[57:53.560 --> 57:57.480]  but it seems to me to fit more my mental model
[57:57.480 --> 57:59.760]  of what I should be known for.
[57:59.760 --> 58:02.480]  But I, what I miss the boat on the thing
[58:02.480 --> 58:06.720]  where the Bing one could be tricked into revealing
[58:06.720 --> 58:08.560]  the Sydney character behind the scenes.
[58:08.560 --> 58:11.160]  I really am so mad that I missed the boat.
[58:11.160 --> 58:13.440]  It was like, there was like this two day window
[58:13.440 --> 58:16.400]  and Kevin Roos of the New York Times, you know,
[58:16.400 --> 58:21.200]  that he's the guy who Sydney said he should leave his wife.
[58:22.240 --> 58:23.080]  Yeah, exactly.
[58:23.080 --> 58:24.680]  And start a relationship with her.
[58:24.680 --> 58:28.400]  Ben Thompson got into an argument with Sydney
[58:28.400 --> 58:32.760]  and she told him he was a bad researcher
[58:32.760 --> 58:35.400]  and that she was gonna report him to her developers
[58:35.400 --> 58:37.160]  and get him kicked off the service.
[58:38.120 --> 58:38.960]  Wow, right.
[58:38.960 --> 58:39.880]  Hard truth there.
[58:39.880 --> 58:43.200]  I missed the boat on that, but no, with my tweets,
[58:43.200 --> 58:45.200]  I have to rewrite and it's overdue.
[58:45.200 --> 58:47.880]  And again, I'm a chronic procrastinator.
[58:47.880 --> 58:49.780]  I mean, just take a look at Daring Fireball.
[58:49.780 --> 58:52.720]  I hand wrote my own tweet bot, not tweet bot the app,
[58:52.720 --> 58:56.000]  but my bot that tweets my articles.
[58:56.000 --> 58:59.920]  It runs on a cron task on my server, reads my RSS feed
[58:59.920 --> 59:02.280]  and waits, this is part of the cleverness
[59:02.280 --> 59:03.780]  because I hand wrote it.
[59:03.780 --> 59:07.040]  It waits until they're at least five minutes old
[59:07.040 --> 59:08.440]  before it will auto tweet them.
[59:08.440 --> 59:12.800]  So if it happens, if the cron task happens to be up,
[59:12.800 --> 59:16.940]  the five minute interval is up right after I publish,
[59:16.940 --> 59:20.600]  it won't tweet it because it gives me five minutes
[59:20.600 --> 59:24.920]  to quick fix any obvious typos
[59:24.920 --> 59:29.200]  or if I accidentally publish before I actually meant to
[59:29.200 --> 59:30.080]  or something like that.
[59:30.080 --> 59:31.980]  So it runs every five minutes,
[59:31.980 --> 59:36.980]  but all mine does is tweet the headline and then the URL.
[59:37.720 --> 59:42.080]  And the other reason that I wrote my own
[59:42.080 --> 59:44.440]  and it's way less important now
[59:44.440 --> 59:47.000]  that Twitter has 280 characters,
[59:47.000 --> 59:49.800]  but some of my headlines, it's like a shtick,
[59:49.800 --> 59:51.480]  as I'm sure you've noticed.
[59:51.480 --> 59:54.720]  It's like once or twice a year,
[59:54.720 --> 59:59.720]  I will write a multi 100 character headline.
[01:00:00.120 --> 01:00:05.120]  And along the lines inspired by our mutual hero,
[01:00:05.260 --> 01:00:08.480]  David Foster Wallace and that sort of,
[01:00:08.480 --> 01:00:09.760]  I don't know what you would even call it,
[01:00:09.760 --> 01:00:12.040]  a shtick for lack of a better word.
[01:00:12.040 --> 01:00:13.680]  I'm sure he'd have a better word for it,
[01:00:13.680 --> 01:00:18.340]  but there are many, not many,
[01:00:18.340 --> 01:00:20.520]  but numerous posts in Daring Fireball's history
[01:00:20.520 --> 01:00:23.840]  that the combination of headline plus URL,
[01:00:23.840 --> 01:00:27.360]  even a shortened URL would not fit in 140 characters.
[01:00:27.360 --> 01:00:29.480]  And I wanted to write my own algorithm
[01:00:29.480 --> 01:00:31.720]  to truncate the headline.
[01:00:31.720 --> 01:00:33.200]  So of course I wrote my own thing.
[01:00:33.200 --> 01:00:34.760]  I have to update it from Mastodon.
[01:00:34.760 --> 01:00:35.800]  I've been putting that off.
[01:00:35.800 --> 01:00:37.000]  That won't take much longer.
[01:00:37.000 --> 01:00:38.320]  But all I do is the headline.
[01:00:38.320 --> 01:00:43.320]  But I have noticed that yours are handcrafted summaries.
[01:00:44.440 --> 01:00:47.100]  And I was curious, I actually was curious about it.
[01:00:47.100 --> 01:00:48.320]  So that's like, what is that?
[01:00:48.320 --> 01:00:51.620]  Another field in movable type or?
[01:00:51.620 --> 01:00:53.840]  Yeah, exactly, so I just use another field.
[01:00:53.840 --> 01:00:57.440]  And then I have a custom tweet thing that I wrote
[01:00:57.440 --> 01:01:01.000]  that pushes it out to Twitter.
[01:01:01.000 --> 01:01:06.000]  And then actually I have a Zapier or Zapier
[01:01:06.120 --> 01:01:09.960]  that reads the tweet and then posts it to Facebook
[01:01:09.960 --> 01:01:12.520]  because the Facebook API stuff is a little bit like,
[01:01:12.520 --> 01:01:14.400]  I don't know, I just didn't want to go there.
[01:01:14.400 --> 01:01:16.720]  And then I recently updated it for Mastodon.
[01:01:16.720 --> 01:01:19.080]  So it's doing the same thing there.
[01:01:19.080 --> 01:01:23.760]  And the reason I did it is that I just didn't want
[01:01:23.760 --> 01:01:27.640]  to use the title because I felt like the titles
[01:01:27.640 --> 01:01:29.600]  really didn't do that well on Twitter.
[01:01:29.600 --> 01:01:33.320]  It wasn't enticing people to click through.
[01:01:33.320 --> 01:01:35.160]  I wanted a little bit more explanation
[01:01:35.160 --> 01:01:36.840]  and I wanted to show a little bit more
[01:01:36.840 --> 01:01:38.960]  of what you're actually getting yourself into
[01:01:38.960 --> 01:01:41.080]  if you want to click on the link.
[01:01:41.080 --> 01:01:44.240]  And I don't know, I just think they work a little bit better
[01:01:44.240 --> 01:01:45.400]  than just titles.
[01:01:45.400 --> 01:01:46.960]  It's worth sort of the extra effort.
[01:01:46.960 --> 01:01:51.960]  They come across as the way someone would hand tweet a link
[01:01:52.040 --> 01:01:56.680]  or that you would hand tweet a link to the thing.
[01:01:56.680 --> 01:01:57.900]  Yep.
[01:01:57.900 --> 01:02:01.240]  All right, I'm gonna keep going on this front about Kraft,
[01:02:01.240 --> 01:02:03.580]  but let me take another break here
[01:02:03.580 --> 01:02:05.700]  and thank our next sponsor.
[01:02:06.640 --> 01:02:11.200]  It's our good friends at Kolide, K-O-L-I-D-E.
[01:02:11.200 --> 01:02:13.240]  Kolide has some big news.
[01:02:13.240 --> 01:02:17.480]  If you're an Okta user, they can get your entire fleet
[01:02:17.480 --> 01:02:19.080]  to 100% compliance.
[01:02:19.080 --> 01:02:20.140]  How?
[01:02:20.140 --> 01:02:22.240]  Well, if a device isn't compliant,
[01:02:22.240 --> 01:02:24.400]  the user can't log into your cloud apps
[01:02:24.400 --> 01:02:25.540]  until they've fixed the problem.
[01:02:25.540 --> 01:02:26.640]  It's that simple.
[01:02:26.640 --> 01:02:29.000]  Kolide patches one of the major holes
[01:02:29.000 --> 01:02:32.400]  in zero trust architecture, device compliance.
[01:02:32.400 --> 01:02:35.480]  Without Kolide, IT struggles to solve basic problems
[01:02:35.480 --> 01:02:38.400]  like keeping everyone's OS and browser up to date,
[01:02:38.400 --> 01:02:41.220]  unsecured devices are logging into your company's apps
[01:02:41.220 --> 01:02:43.360]  because there's nothing there to stop them.
[01:02:43.360 --> 01:02:46.620]  Kolide is the only device trust solution
[01:02:46.620 --> 01:02:49.800]  that enforces compliance as part of authentication
[01:02:49.800 --> 01:02:53.120]  and it's built to work seamlessly with Okta.
[01:02:53.120 --> 01:02:55.600]  The moment Kolide's agent detects a problem,
[01:02:55.600 --> 01:02:59.360]  it alerts the user and gives them instructions to fix it.
[01:02:59.360 --> 01:03:01.440]  If they don't fix the problem within a set time,
[01:03:01.440 --> 01:03:02.500]  they're blocked.
[01:03:02.500 --> 01:03:03.760]  That's it.
[01:03:03.760 --> 01:03:05.920]  Kolide's method means fewer support tickets,
[01:03:05.920 --> 01:03:08.880]  less frustration, and more importantly,
[01:03:08.880 --> 01:03:11.120]  100% fleet compliance.
[01:03:11.120 --> 01:03:16.120]  Visit kolide.com slash the talk show to learn more
[01:03:16.260 --> 01:03:17.480]  or book a demo.
[01:03:17.480 --> 01:03:22.480]  That's K-O-L-I-D-E dot com slash the talk show.
[01:03:23.900 --> 01:03:26.860]  All right, I broke the seal on movable type.
[01:03:26.860 --> 01:03:29.960]  My joke for this episode was that I've collected
[01:03:29.960 --> 01:03:32.200]  and we've got here in a group chat
[01:03:32.200 --> 01:03:36.600]  the entire world user base of the movable type CMS
[01:03:36.600 --> 01:03:39.140]  all on one podcast.
[01:03:40.520 --> 01:03:41.920]  Yeah, we're all here.
[01:03:41.920 --> 01:03:45.680]  I'm not sure that that's entirely true.
[01:03:45.680 --> 01:03:49.000]  Off the top of my head, I can't think of any friends
[01:03:49.000 --> 01:03:50.400]  who are still using it.
[01:03:50.400 --> 01:03:52.980]  I think kodol.com still runs it,
[01:03:52.980 --> 01:03:55.600]  but they don't really update the blog part
[01:03:55.600 --> 01:03:57.000]  of kodol.com anymore.
[01:03:57.000 --> 01:03:58.160]  They're really more focused.
[01:03:58.160 --> 01:03:59.080]  Yeah, they don't.
[01:03:59.080 --> 01:04:01.960]  They're more focused on field notes
[01:04:01.960 --> 01:04:03.920]  and I don't think the field notes stuff,
[01:04:03.920 --> 01:04:05.480]  I don't think that runs on movable type.
[01:04:05.480 --> 01:04:08.160]  I could check with Jim, but just about everybody.
[01:04:08.160 --> 01:04:11.080]  What, six colors used to, but not anymore?
[01:04:11.080 --> 01:04:15.600]  You know, I actually, this comes up with Jason Snell.
[01:04:15.600 --> 01:04:18.000]  Six colors definitely moved to WordPress,
[01:04:18.000 --> 01:04:21.880]  but I believe that Jason's,
[01:04:21.880 --> 01:04:24.560]  the incomparable podcast empire
[01:04:24.560 --> 01:04:26.840]  might still run on movable type.
[01:04:26.840 --> 01:04:31.640]  And in fact, I'm almost certain, I think so.
[01:04:31.640 --> 01:04:34.520]  Anyway, so he's got something still going with it.
[01:04:34.520 --> 01:04:37.840]  Our mutual friend, Greg Canouse, is that how you,
[01:04:37.840 --> 01:04:39.500]  I honest to God don't know how to pronounce
[01:04:39.500 --> 01:04:40.620]  his fucking surname.
[01:04:40.620 --> 01:04:42.360]  I think it's Greg Nouse, just Nouse.
