[00:00.000 --> 00:00.840]  What time you got?
[1:16:55.400 --> 1:17:02.600]  I think when you and Merlin talked about the, uh, the blogger, the blogger, uh, the,
[1:17:02.600 --> 1:17:06.600]  what was it? The blogger drinking routine or something like that. Basically you, you tell a time
[1:17:06.600 --> 1:17:11.800]  it is by what you're drinking. Um, in the morning, it's coffee, then it's, uh, like, so to stream
[1:17:11.800 --> 1:17:16.360]  and then it's scotch or something on those lines. And that's, that's about how you know a time
[1:17:16.360 --> 1:17:21.720]  at or martini in your case. I said, yeah, exactly. Well, I don't drink martinis every day.
[1:17:21.720 --> 1:17:26.680]  I am all over the place on, on alcohol. I'm trying to expand my palate. I just linked to,
[1:17:26.680 --> 1:17:33.640]  I'm so proud of it. I don't know. Sometimes I really like to, uh, I like it when I, my linking to
[1:17:33.640 --> 1:17:39.000]  something like blows it up. Um, a guy named, do you see this guy named Mark Bylock? I did.
[1:17:39.000 --> 1:17:43.160]  I put it in my Amazon car, so it probably is this big book and they don't, you know, they don't
[1:17:43.160 --> 1:17:49.560]  ship. The back story on this is I don't remember where I saw it. I don't remember. And it's,
[1:17:49.560 --> 1:17:54.280]  you, do you ever pre order stuff from Amazon? I do it all the time. It's like sending gifts to myself
[1:17:54.280 --> 1:18:00.520]  because I always forget, like always forget. And so it was like, at some point in December,
[1:18:00.520 --> 1:18:05.080]  I got a thing from Amazon and it was close to Christmas, really close. I might have been like the
[1:18:05.080 --> 1:18:09.800]  23rd or something like that. And I had no pending gifts coming. Everything I had ordered
[1:18:09.800 --> 1:18:14.760]  had already shown up. I'd gotten everything done at a, you know, not last minute. And, and,
[1:18:14.760 --> 1:18:18.760]  I think came and I assumed it was for my wife and instead it was addressed to me. It was from
[1:18:18.760 --> 1:18:22.840]  Amazon. I thought, shit, I don't remember. I don't, I've no idea what this is. I opened it up and
[1:18:22.840 --> 1:18:27.960]  here it is, the whiskey cabinet, this beautiful beautiful book by Mark Bylock. And then I remembered,
[1:18:27.960 --> 1:18:35.000]  oh, a couple months ago, I pre ordered this. Oh, here it is. And I thought this book is beautiful.
[1:18:35.000 --> 1:18:41.320]  It is beautiful photography, beautiful paper, beautiful typography. And, you know, and I couldn't
[1:18:41.320 --> 1:18:46.280]  wait to read it. I was very excited. I went up and it is, so it's such a weird coincidence,
[1:18:46.280 --> 1:18:50.360]  because you know, I'm terrible. I would go days, I literally go days without checking my email
[1:18:50.360 --> 1:18:55.240]  sometimes. And I, it's, I was just talking about this. Like I get less email than like when I
[1:18:55.240 --> 1:19:00.040]  worked at Microsoft, for example, way less. But it's so much more Roberta now because it's not my
[1:19:00.040 --> 1:19:05.160]  job. Like it's, it's pure additive. Whereas before, like I lived in it. So it was, it was like
[1:19:05.160 --> 1:19:10.440]  almost more tolerable. This was a day where I had gotten caught up on my inbox and I was, you know,
[1:19:10.440 --> 1:19:16.600]  down to the inbox zero, at least for like, you know, this week. And I had two new emails. One
[1:19:16.600 --> 1:19:22.440]  was junk. And the other was from Mark Bylock. And I was like, well, that's crazy. The same guy's name
[1:19:22.440 --> 1:19:26.840]  is what's on the book. And he's like, hey, you know, no idea if you're interested. I just wrote
[1:19:26.840 --> 1:19:33.960]  in a book on whiskey. You might be interested. No, no, you know, I, no, no pressure to link it up
[1:19:33.960 --> 1:19:37.560]  or anything. I just thought you might want a complimentary copy. Tell me where to send it and I'll send
[1:19:37.560 --> 1:19:43.720]  one. I just, I was like, literally after it right after I answered the ding dong of the UPS,
[1:19:43.720 --> 1:19:47.560]  giving me the book that I'd paid for. So I cricked snapped a photo with my phone and I was like,
[1:19:47.560 --> 1:19:52.760]  too late. I pre ordered it months ago. That's awesome. Was just like an amazing story. Anyway,
[1:19:52.760 --> 1:19:57.880]  long story short, I read the book and I loved it. So I linked it up on during fireball and it
[1:19:57.880 --> 1:20:02.840]  like sold out in Amazon. So they have to like, they had like order more from its publisher or
[1:20:02.840 --> 1:20:09.000]  something like that. No, I mean, I, I, I, I, I can certainly relate. I mean, I think, I mean,
[1:20:09.000 --> 1:20:14.440]  back when I, back when I first, I mean, I started trajectory with the, I had a five year plan,
[1:20:14.440 --> 1:20:18.600]  like I thought maybe in five years, I could make, you know, make a living from it. And then I
[1:20:18.600 --> 1:20:24.280]  moved back to Taiwan and, you know, which is we wanted to do. And, and it obviously, it's taken
[1:20:24.280 --> 1:20:29.560]  off far more quickly than, than I anticipated. I haven't, it's not even two years old yet.
[1:20:29.560 --> 1:20:36.360]  Um, but, uh, but I mean, the big kind of the, the real big jump was I might have told this story
[1:20:36.360 --> 1:20:39.480]  in the title previously, but was you linking to it and saying, you know, it's great new blog and
[1:20:39.480 --> 1:20:44.600]  stuff like that. But it was funny about it. And I'm sorry if I told this one before, but, uh,
[1:20:44.600 --> 1:20:51.080]  I got an email from you, uh, like saying, oh, you've been really prolific, really great stuff.
[1:20:51.080 --> 1:20:56.040]  By the way, I noticed and you like went on this like three paragraph dissertation on a bad
[1:20:56.040 --> 1:21:00.120]  word choice I had made. And you're like, oh, I always make the same mistake as well. So I actually
[1:21:00.120 --> 1:21:04.200]  have a script to fix it when I do it. Well, it was like what the etymology of the word and how
[1:21:04.200 --> 1:21:10.040]  it was used, all sort of stuff. And it was, it was so classic, like the John Gruber that, you know,
[1:21:10.040 --> 1:21:13.800]  anyone might imagine. And so right after that, like I opened up Google analytics, I started
[1:21:13.800 --> 1:21:17.800]  like refreshing your page. I'm like, I bet he's going to link to me soon. And then, like, like
[1:21:17.800 --> 1:21:23.560]  30 minutes later, boom, there it was. Uh, and, uh, but it, I mean, I, I'll, I'll take the
[1:21:23.560 --> 1:21:27.960]  opportunity now being your show to thank you for that, because it certainly was, um, you know,
[1:21:27.960 --> 1:21:33.480]  a good, uh, you know, I think I, when you linked to me, I probably had like 600 followers on Twitter
[1:21:33.480 --> 1:21:39.000]  and within, you know, a couple of days I had about 1500. And, um, I mean, obviously, I've gotten
[1:21:39.000 --> 1:21:44.360]  watch since then, but that, that was certainly kind of the, the ignition or jumpstart. So thanks,
[1:21:44.360 --> 1:21:49.400]  John. I do that. I, if I see a typo or something like that and something I'm going to link to,
[1:21:49.400 --> 1:21:54.280]  I do try to con, and I know, if I know the person at all, I do try to tell them it before,
[1:21:54.280 --> 1:22:00.040]  but I never say that I'm going to link to it, because I, I don't know, I don't, you don't want to
[1:22:00.040 --> 1:22:05.320]  lock yourself in. Well, partly I don't want to lock myself in. What if I change my mind? What if I
[1:22:05.320 --> 1:22:09.640]  think, you know what? It's not worth linking to. And the other part is it somehow sounds a little
[1:22:10.200 --> 1:22:14.440]  presumptuous. It's, to me, it's like, if I just say, hey, you have a typo here, it's like,
[1:22:14.440 --> 1:22:18.280]  I'm doing you a favor, I'm pointing it out. If I say, I'm, you know, I'm about to link to you,
[1:22:18.280 --> 1:22:22.920]  but you have a typo. It's, it feels a little bit more like I'm not linking to you to fix this
[1:22:22.920 --> 1:22:27.800]  typo. Yeah. Right. And it, and I don't want to put that, you know, I don't want to put any pressure
[1:22:27.800 --> 1:22:34.760]  on them. I should, I should find out what the word was. Yeah, we could look up the email later,
[1:22:34.760 --> 1:22:38.600]  I'm sure. But anyway, it made me think of that book by Mark Bylock, because the whole
[1:22:38.600 --> 1:22:45.320]  gist of the book is, it's, it's not comprehensive. It's not encyclopedia. It's just a sort of,
[1:22:45.320 --> 1:22:51.160]  I don't know. I would guess maybe like 100 whiskey's from around the world, you know,
[1:22:51.160 --> 1:22:58.200]  Scotland, Ireland, United States, Canada, Japan. And like his, you know, expert opinion and
[1:22:58.200 --> 1:23:04.040]  discussion on what makes the different region, you know, what are the traditions and, you know,
[1:23:04.040 --> 1:23:09.320]  what makes them different and what you should be looking for if you're, you know, if you like one.
[1:23:09.320 --> 1:23:17.320]  And, you know, I'm mostly a US bourbon ride drinker. But, you know, I really like it. And so I've,
[1:23:17.320 --> 1:23:20.680]  you know, I've been trying to expand my palette to other things around the world.
[1:23:20.680 --> 1:23:24.360]  I think there's something, especially about it not being comprehensive. Like, and that just makes
[1:23:24.360 --> 1:23:30.360]  us so much more accessible. Right. And I can, I have from years and years ago, and he has the
[1:23:30.360 --> 1:23:36.840]  unfortunately coincidental name, Michael Jackson, he's a famous, famous beer writer, like I drank
[1:23:36.840 --> 1:23:42.440]  beer a lot more before I got into any kind of spirits. And it's a useful, it's just a different
[1:23:42.440 --> 1:23:49.960]  type of book. But Michael Jackson has like a beer book that's encyclopedic. It is, you know,
[1:23:49.960 --> 1:23:53.640]  no, I guess, you know, beer is, there's so many microbrews. I don't think anybody could cover
[1:23:53.640 --> 1:23:57.160]  them all. But I think it's probably more like thousands of beers than hundreds of beers.
[1:23:58.200 --> 1:24:03.000]  Yeah. No, exactly. And I share the affinity for the beer. By the way, I did find the email.
[1:24:03.000 --> 1:24:10.600]  Um, I wrote, uh, I wrote this Jives with data showing little cyclicality and Android purchases.
[1:24:10.600 --> 1:24:15.800]  Oh, yeah. Jive is a dance or an adjective for US black slang. The word you want is jive.
[1:24:15.800 --> 1:24:23.160]  And this is what killed me is you had verb bracket, no objective bracket informal, be in a
[1:24:23.160 --> 1:24:28.600]  court semi colon agree. Like it was like literally a dictionary definition. It wasn't like a
[1:24:28.600 --> 1:24:33.800]  op hand. This is what it means. It was like, they had the nomenclature of a dictionary definition.
