[00:00.000 --> 00:02.000]  Hello there
[59:44.540 --> 59:46.540]  Mm-hmm, I
[59:46.580 --> 59:48.980]  Could totally see it that way. I don't you know, I
[59:49.700 --> 59:51.020]  Don't know
[59:51.020 --> 59:54.580]  It's a it's a strange and the fact that Apple has hired all of these
[59:55.820 --> 59:59.300]  people who come from like luxury brands
[01:00:00.340 --> 01:00:03.940]  It makes you wonder on one level and yet sometimes I think we take that too
[01:00:03.940 --> 01:00:08.340]  literally is like, you know, because on a grand scale Apple is a luxury brand and
[01:00:08.860 --> 01:00:13.540]  that having them having them at Apple doesn't necessarily mean that they're making a
[01:00:13.540 --> 01:00:16.100]  You know a thousand dollar gold
[01:00:16.740 --> 01:00:22.800]  Smartwatch it doesn't follow that that is the case, but I it does make me wonder, you know
[01:00:22.820 --> 01:00:29.820]  Especially since this is replaceable technology. This is not stuff that's gonna be valid in seven years or five years maybe or four years even
[01:00:31.060 --> 01:00:37.700]  What this product is and because because if it's a luxury product and it's beautiful, what's its shelf life?
[01:00:37.700 --> 01:00:43.780]  How long is a reasonable amount of time? Like I have my dad's Rolex that he bought in
[01:00:44.540 --> 01:00:49.620]  Switzerland in the 60s in the early 60s and it you know, I've had it like cleaned and stuff
[01:00:49.620 --> 01:00:55.180]  But he gave it to me a few years before he died and it's beautiful and you know
[01:00:55.180 --> 01:00:58.820]  It's from 50 plus years ago and works fine
[01:00:58.940 --> 01:01:03.460]  These things are not gonna be like that even if they're great and made with wonderful
[01:01:03.460 --> 01:01:09.020]  Materials and that the leather and the metal and all of that is good. The electronic stuff is gonna be surpassed in a year
[01:01:09.940 --> 01:01:14.220]  Yeah, and it won't be interesting like you you were not gonna be able to pass that down to your son
[01:01:14.220 --> 01:01:16.900]  No and have it be interesting 50 years from now
[01:01:16.900 --> 01:01:21.380]  No, it might be an interesting like history item, but it's not gonna be something you would wear
[01:01:22.020 --> 01:01:25.520]  For a night out, right and think about this now now
[01:01:26.700 --> 01:01:33.360]  Circle back to the discussion. We just had about how the word phone has taken a new meaning and it doesn't mean you know
[01:01:33.360 --> 01:01:39.080]  To like what our parents mean my my dad, you know thinks the phone is a thing that's connected to the wall
[01:01:39.140 --> 01:01:44.780]  Yeah, right how we met a little curly cord, right? And that's what he uses to talk to me about baseball
[01:01:47.420 --> 01:01:50.320]  The same exact thing could happen to the word watch
[01:01:50.780 --> 01:01:57.140]  Right. We're right now today a watch means this thing like you're talking about like wherever you talk about a nice watch
[01:01:57.240 --> 01:02:00.500]  You're talking about a thing that your dad could have bought in
[01:02:00.500 --> 01:02:03.980]  1962 and which is like
[01:02:04.660 --> 01:02:10.980]  Still in perfect working order and serviceable and has enormous emotional
[01:02:11.660 --> 01:02:17.500]  Resonance with you because you know, he's not with us anymore, you know, and there's four years. Yeah, right
[01:02:17.500 --> 01:02:21.820]  So now it's it's you know, it's a priceless artifact, right?
[01:02:23.740 --> 01:02:24.780]  The
[01:02:24.780 --> 01:02:32.060]  watch could take on a totally new meaning that evolves past that where even it and it could happen quickly because look I happen how
[01:02:32.060 --> 01:02:38.620]  Quickly it's happened with the word phone. We're even 10 15 years from now watch doesn't mean that anymore watch means
[01:02:39.340 --> 01:02:43.780]  computer on your on your wrist right computer on your wrist with an expectation that it's
[01:02:44.580 --> 01:02:47.660]  collecting data about your health and it's
[01:02:48.220 --> 01:02:52.880]  Telling you when something important is happening. And yeah, it could it could do that
[01:02:52.880 --> 01:02:57.400]  I think I think that's what makes this story. So fascinating is because again
[01:02:57.400 --> 01:03:02.400]  We're looking at something where we've seen some companies try this and they've done some interesting things. They're definitely
[01:03:03.200 --> 01:03:05.040]  interesting
[01:03:05.040 --> 01:03:07.680]  The pieces are all there for something interesting
[01:03:07.680 --> 01:03:13.400]  But there's one the question of how you mix them together and two is that thing then something that people?
[01:03:14.080 --> 01:03:15.640]  actually want because I
[01:03:15.640 --> 01:03:19.980]  Talked to a lot of people who say they don't wear a watch where they stopped or they never wore a watch
[01:03:19.980 --> 01:03:27.360]  and so what what do you have if that is Apple trying to motivate people to strap something on their wrist and and what's the
[01:03:27.360 --> 01:03:29.240]  Value you get out of doing that
[01:03:29.240 --> 01:03:36.680]  well, it's I see that's very to me that's a super interesting question because is it better for you to be a watch where
[01:03:36.920 --> 01:03:40.280]  Already and an Apple just has to convince you to
[01:03:41.120 --> 01:03:46.720]  Get their watch and replace yours with theirs or is it better if you're not and you've got an open wrist, right?
[01:03:46.960 --> 01:03:48.960]  Watch doesn't mean anything to you, right?
[01:03:48.960 --> 01:03:53.560]  Right, you've got an open wrist. They don't even have to convince you that you're
[01:03:55.560 --> 01:04:02.240]  That the Apple watch is better than your fossil watch that you've been wearing for a while or the Rolex that you're wearing
[01:04:02.240 --> 01:04:04.240]  You know that costs ten times more
[01:04:05.160 --> 01:04:10.280]  if you have an open wrist, maybe it's a wide open thing because
[01:04:11.720 --> 01:04:14.320]  It's solving an entirely different problem
[01:04:14.320 --> 01:04:20.440]  It it's you know, your your fossil watch or your Movado or your you know
[01:04:20.440 --> 01:04:26.880]  Omega is primarily just telling you the time and maybe that's not even what the watch does like that's one of the things I wonder
[01:04:27.160 --> 01:04:33.320]  Like all these other smart watches start with the idea that by default you just look at the screen or like with the pebble
[01:04:33.320 --> 01:04:36.400]  You have to turn it on right pebble is always on right?
[01:04:36.400 --> 01:04:41.720]  It is always on but you have to do something to make it light up if it's if right if it's dark, right?
[01:04:41.720 --> 01:04:45.160]  Right, but primarily the first thing it's doing is telling you the time. Yep
[01:04:47.520 --> 01:04:53.040]  And what if that wasn't the baseline what no, right what if that's not the baseline what if it's not like that
[01:04:53.040 --> 01:05:00.120]  You know and there's rumors that it has that this Apple thing has a color screen and that it's going to run apps and that's probably
[01:05:00.120 --> 01:05:02.120]  Running, you know iOS
[01:05:02.320 --> 01:05:07.440]  And there's no way there's no way Apple's gonna do a black and white. No way. It's impossible
[01:05:07.440 --> 01:05:13.680]  So if it has a display, it must be a color display and all these other ones like the the moto
[01:05:14.560 --> 01:05:21.400]  360, you know came out this week or shipped this week finally, right and the other Android wear phones have come out and
[01:05:21.920 --> 01:05:24.480]  their default watch faces are
[01:05:25.720 --> 01:05:27.720]  skeuomorphic
[01:05:28.520 --> 01:05:34.380]  Representations of what we traditionally think of as fine watches right right and at least in pictures they look like
[01:05:34.380 --> 01:05:39.940]  Wow, that does look like a real watch. That's kind of interesting or that looks nice. People say they look nice to me
[01:05:39.940 --> 01:05:40.580]  They don't look nice
[01:05:40.580 --> 01:05:46.100]  But and you know, and I think I've still not seen an Android wear one in person
[01:05:46.100 --> 01:05:47.700]  But I'm pretty sure if I saw it in person
[01:05:47.700 --> 01:05:53.180]  I would think it looks like a nice watch in a way that like the iPhone calculator
[01:05:53.540 --> 01:05:57.920]  Used to look like a nice Braun calculator. It didn't look like a nice Braun calculator
[01:05:57.920 --> 01:06:03.300]  It was you know, just a piece of glass and I had like the buttons on it. It might have been a cool
[01:06:03.300 --> 01:06:06.660]  It was a cool. I thought it was a cool way to make a calculator app for the iPhone
[01:06:06.900 --> 01:06:12.300]  But it never would have interested me and fascinated me. Like if somebody said hey, by the way, I've got this
[01:06:12.820 --> 01:06:17.700]  1972 Braun calculator that was my dad's and that I would think look at that
[01:06:17.780 --> 01:06:22.580]  It's the uncanny valley where you're trying you're trying to be a thing to simulate a thing
[01:06:22.780 --> 01:06:29.580]  Right so hard that it ends up being weird the pebbles like this to the pebble faces that I use are not at all
[01:06:29.580 --> 01:06:36.100]  Attempting to look like real watches. There's like the one with the words and there's the one with like a little animated face on it
