[00:00.000 --> 00:02.000]  How are you?
[01:04:47.700 --> 01:04:51.300]  But again, that is not a configuration that you would want
[01:04:51.300 --> 01:04:55.020]  so I do think about that sometimes like would Apple do that and like literally like
[01:04:55.240 --> 01:05:00.780]  One of the ways you get down under a thousand isn't by inventing a whole brand new computer that is made with cheaper
[01:05:00.780 --> 01:05:07.540]  Technology, although they could do that one way to get down there is to do something that they're very good at actually which is
[01:05:08.420 --> 01:05:15.580]  You know you make a base configuration and then all of the upgrades are kind of pricey so that the average selling price of a
[01:05:15.580 --> 01:05:16.740]  laptop is
[01:05:16.740 --> 01:05:21.180]  Still pretty high even though they now have something that's 999
[01:05:21.460 --> 01:05:24.180]  Right and figure out a way to make it so that
[01:05:24.780 --> 01:05:28.460]  Anybody could at least you know, most people could at least see oh, yeah
[01:05:28.460 --> 01:05:32.060]  Maybe I do want to spend a little bit more right to get your point
[01:05:32.060 --> 01:05:37.060]  It would be a hard the as currently designed the macbook escape kind of can't go down there
[01:05:37.060 --> 01:05:42.100]  So they one possibility is that the macbook escape gets kind of like redesigned into something that's cheaper
[01:05:42.900 --> 01:05:44.300]  But like I said earlier
[01:05:44.300 --> 01:05:51.100]  I think I think it maybe is more likely that there's just a new model that doesn't have all the great stuff in it
[01:05:51.100 --> 01:05:57.100]  And it's not you know that Apple was a little I think that this is the truth of the of the macbook and of the retina
[01:05:57.100 --> 01:06:01.300]  Macbooks in general with this generation is Apple was a little too
[01:06:02.860 --> 01:06:08.900]  Aggressive with pushing the new expensive tech thinking people would really love it and they don't
[01:06:09.140 --> 01:06:15.580]  Love love it and it's more expensive than they thought and that has made this like space beneath
[01:06:15.580 --> 01:06:22.180]  So maybe there's yeah, maybe there's something that's just little not as nice, but still a Mac still a good laptop and
[01:06:22.180 --> 01:06:26.920]  Something that is gonna appeals all those people who are I mean because let's be honest here
[01:06:26.920 --> 01:06:30.480]  There are people still buying MacBook Airs in 2018 at $9.99
[01:06:32.480 --> 01:06:36.680]  Right now today it is the best-selling Mac that they make I don't know this for a fact
[01:06:36.680 --> 01:06:41.000]  But I'm convinced sure feels like it right with with the exception of like when there's pent-up demand for a brand new model
[01:06:41.000 --> 01:06:43.160]  I think in general over the over the long haul
[01:06:43.160 --> 01:06:48.560]  I think you're probably right and and so I don't think there's an argument to be made that said oh people aren't gonna want to
[01:06:48.560 --> 01:06:54.560]  Buy a laptop. That's that's made with cheaper substandard materials than the stuff that's available and up. They're doing it now
[01:06:55.840 --> 01:06:59.120]  It's like a three-year-old Intel processor in there
[01:06:59.600 --> 01:07:04.440]  And a non retina display and those big bezels and and yeah some features
[01:07:04.440 --> 01:07:06.360]  We like like that keyboard and the mag safe
[01:07:06.360 --> 01:07:10.800]  but like that the people who are buying the air are not gonna get turned away because
[01:07:11.400 --> 01:07:17.640]  It's not as nice as the pro there. It's not that's not gonna be an issue, right?
[01:07:17.640 --> 01:07:24.920]  I I totally agree. I think anybody I don't think anybody I just think we've gotten to the point where for most people a
[01:07:26.040 --> 01:07:29.800]  Three-year-old CPU in the in the MacBook Air is not a problem
[01:07:29.800 --> 01:07:34.520]  They don't even care their eyes just glaze over if you told them if you just mention to them the better
[01:07:34.600 --> 01:07:41.240]  CPU in the MacBook Pro their eyes just glaze over and even the things that they might understand the easiest like the
[01:07:41.240 --> 01:07:46.880]  The gigahertz clock speeds are very close, you know, like the advantage to the you know
[01:07:46.880 --> 01:07:51.400]  The pro is that it has more cores. It doesn't even sound that much faster like
[01:07:52.000 --> 01:07:55.880]  People who listen to this show and you and I might know that it is actually a lot faster
[01:07:55.880 --> 01:08:00.120]  But real people don't see it and they're not doing anything where they're hitting the CPU anyway
[01:08:00.120 --> 01:08:03.840]  And the only thing if they gave any crap about games
[01:08:03.840 --> 01:08:10.280]  They may not even be buying a Mac like laptop in the first place and they certainly wouldn't be looking at the MacBook Air
[01:08:10.280 --> 01:08:14.920]  So in terms of the GPU as long as it plays full-screen video
[01:08:15.800 --> 01:08:22.160]  That's what else do they do? That is graphically intensive right and everything plays full-screen video just fine now
[01:08:22.960 --> 01:08:27.240]  Yeah, it's it's true. That's the thing is so I think Apple could really cheap out on
[01:08:27.800 --> 01:08:33.320]  Cp. Yeah GPU. I don't think certainly like the MacBook, right? They could use the they don't call it core M anymore
[01:08:33.320 --> 01:08:36.240]  but it's a cheap i3 or i5 and
[01:08:36.240 --> 01:08:43.960]  The and maybe slower SSD and I mean and they could do if they wanted they could just do USB C and not Thunderbolt
[01:08:43.960 --> 01:08:51.000]  They could do that if they wanted to like they've got lots of options to make something that's still gonna be just fine for most people
[01:08:51.640 --> 01:08:58.680]  What if they came out with a new quote-unquote MacBook Air and I had a retina screen and it like geek bench slower than
[01:08:58.920 --> 01:09:00.920]  than the old MacBook Air
[01:09:00.920 --> 01:09:07.720]  There's a certain contingent of people who know what geek benches whose heads would explode but I wouldn't put it past them
[01:09:07.880 --> 01:09:10.540]  You know, like they've switched to the core M or something like that
[01:09:10.840 --> 01:09:14.360]  Well, I remember like the first what was it?
[01:09:14.360 --> 01:09:19.240]  It was at the MacBook Air like when the first MacBook Air came out and keeping in mind as you pointed out in your article
[01:09:19.240 --> 01:09:21.240]  It was super expensive
[01:09:21.440 --> 01:09:27.040]  $1,800. Yeah. Yeah, and I tested that and then let's leaving aside also the fact that if it got too hot like
[01:09:27.040 --> 01:09:30.840]  on a warm day in in in a warm room
[01:09:30.960 --> 01:09:35.460]  It would it had this bug where we just turn off a processor core and your mouse would stop moving
[01:09:35.920 --> 01:09:36.600]  smoothly
[01:09:36.600 --> 01:09:39.080]  It was so bad like it was great in a meat locker
[01:09:39.080 --> 01:09:43.160]  But really really bad in my office that way that had a west-facing window in the afternoon
[01:09:43.160 --> 01:09:45.920]  It was it worked great in the morning in the afternoon. Not so good
[01:09:46.960 --> 01:09:51.760]  That thing when it came out it was I forget it was slower
[01:09:51.760 --> 01:09:59.120]  it was it was several years into the Intel transition and it was slower than any it was the slowest Intel Mac ever made and
[01:09:59.240 --> 01:10:03.840]  It was like years in yeah, like it was like we're the two or three years into the Intel transition
[01:10:03.840 --> 01:10:07.720]  I don't remember the exact time but it was like it was a
[01:10:08.440 --> 01:10:12.960]  Throwback in terms of performance. It was it was not close to being as
[01:10:13.480 --> 01:10:16.800]  Fast as the slowest Mac from two years before right?
[01:10:16.800 --> 01:10:22.320]  But you know what it had other things going for it in in not price at that point, but size and so something
[01:10:22.760 --> 01:10:30.080]  Something that's a regression in terms of speed at this point. Like does it matter like for most uses now?
[01:10:30.080 --> 01:10:33.480]  That that's the truth of all of this stuff is that if you're a pro you need pro stuff
[01:10:33.480 --> 01:10:37.240]  But everybody else just they don't they really don't yeah
[01:10:37.240 --> 01:10:40.240]  That that original MacBook Air was such a glimpse of the future though
[01:10:40.240 --> 01:10:47.440]  And the eighteen hundred eighteen hundred dollar version came with an 80 gigabyte spinning hard disk. Yeah
[01:10:47.440 --> 01:10:52.400]  You could upgrade for like two grand. You could get an SSD in there and it was only 64 gigabytes
[01:10:52.400 --> 01:10:55.720]  And so it was like thirty one hundred thirty one hundred dollars
[01:10:55.720 --> 01:11:00.840]  It was like a thirty one hundred dollar laptop had a 64 gigabyte SSD, but I remember
[01:11:02.680 --> 01:11:04.000]  It was will Shipley
[01:11:04.000 --> 01:11:07.880]  I don't know if he was blogging or if maybe Twitter was around because it probably was around 2008
[01:11:07.880 --> 01:11:12.640]  So it might have been on Twitter and Shipley bought one. He's a developer at delicious monster and
[01:11:13.080 --> 01:11:18.680]  You know Mac developer a longtime Mac developer will Shipley was tweeting about it and he loved it and he was like look
[01:11:18.680 --> 01:11:24.600]  I know that the processor slow but like he was doing things in Xcode that were actually faster
[01:11:24.960 --> 01:11:27.240]  Even though the processor was two years slower
[01:11:27.400 --> 01:11:31.520]  It was faster in Xcode because what he was doing was touching lots of little files
